name,CAS,LF,Standard,Dyetype,class,properties
"Name:C.I.Vat Blue 40,C.I.73805",CAS Registry Number:6424-72-2,4,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications: red light blue to red light navy blue. In concentrated sulfuric acid to blue light green, dilution after blue; In concentrated nitric acid for purple; In the basic insurance powder solution for yellow; In the acidic insurance powder solution for pale yellow."
"Name:C.I.Vat Blue 37,C.I.73050",CAS Registry Number:6371-35-3,2,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications: blue. In concentrated sulfuric acid to blue light green, dilution after blue flocks; In the basic insurance powder solution for yellow brown; In the acidic insurance powder solution for colorless."
"Name:C.I.Vat Blue 36,C.I.73675",CAS Registry Number:6424-69-7,4,ISO,VatDye,Molecular Structure: Indigo class,Properties and Applications: blue. In concentrated sulfuric acid to blue light green; In the basic insurance powder solution for yellow; In the acidic insurance powder solution for pale yellow.
"Name:C.I.Vat Blue 35,C.I.73060",CAS Registry Number:84-40-2,2-3,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications:  dark blue to navy blue. Aquamarine blue powder. Insoluble in Etanol. In concentrated sulfuric acid to blue light green, blue precipitation after dilution. Alkaline reduction leuco for yellow; Acid reduction leuco for pale yellow. The product of the cotton fiber to direct the gender is tall, good levelness. Used for cotton fabric direct printing, resist printing, prevent discharge and coloring discharge. Also can be used for silk and wool dyeing of wool directness high, good levelness."
"Name:C.I.Vat Blue 34,C.I.73055",CAS Registry Number:6492-73-5,2,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications: red light blue to red light navy blue. Insoluble in Etanol, soluble in Toluene is blue."
"Name:C.I.Vat Blue 33,C.I.67915",CAS Registry Number:4215-99-0,3-4,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: brilliant green blue. Soluble in 1, 2, 3, 4 – Tetrahydronaphthalene and Xylene. In concentrated sulfuric acid for orange; In the basic insurance powder solution for red orange; In the acidic insurance powder solution for their throws to yellow brown."
"Name:C.I.Vat Blue 32,C.I.67910",CAS Registry Number:6219-98-3,3-4,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: green light blue. In concentrated sulfuric acid to orange, dilution after yellow; In the basic insurance powder solution for dark purple; In the acidic insurance powder solution for yellow."
"Name:C.I.Vat Blue 31,C.I.67105",CAS Registry Number:6371-50-2,4-5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: dark blue. Blue black powder. In concentrated sulfuric acid to yellow. Alkaline reduction leuco for dark purple; Acid reduction leuco for red light brown. Direct sex good, good levelness. Used for cotton fabric dyeing, can also be used to resist and discharge"
"Name:C.I.Vat Blue 30,C.I.67110",CAS Registry Number:6492-78-0,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: blue. Blue black powder. Alkaline reduction leuco for purple; Acid reduction leuco for red light brown. Direct sex is high, good levelness. Used for cotton fabric of discharge."
"Name:C.I.Vat Blue 29,C.I.74140",CAS Registry Number:1328-50-3,1,ISO,VatDye,Molecular Structure: Phthalocyanine class,"Properties and Applications:  brilliant blue. Dark blue powder. Alkaline reduction leuco for olive, acid reduction leuco for blue-ray olive. In concentrated sulfuric acid to yellow-green, dilute produce blue precipitation. Used for cotton of jig dyeing and yarn dyeing, colour and lustre is gorgeous. Can be directly printed, not suitable for discharge printing. Used to stick/cotton blended dyed, uniform color. Used for silk dyeing, all kinds of depth all can, and can also be used to paper coloring."
"Name:C.I.Vat Blue 28,C.I.70005",CAS Registry Number:1328-42-3,2,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: blue to navy blue. In the basic insurance powder solution for blue; In the acidic insurance powder solution for purple.
"Name:C.I.Vat Blue 26,C.I.60015",CAS Registry Number:4430-55-1,3-4,ISO,VatDye,Molecular Structure: Isoviolanthrone class,"Properties and Applications: green light blue. Blue black powder. Alkaline reduction leuco for blue; Acid reduction leuco for purple. Direct sex of cotton fiber is high, good levelness. Used for cotton fabric dyeing, can also be used to resist, coloring discharge."
"Name:C.I.Vat Blue 25,C.I.70500",CAS Registry Number:6247-39-8,4-5,ISO,VatDye,Molecular Structure: anthrone class,"Properties and Applications: red light blue to red light navy blue. Dark blue powder. In concentrated sulfuric acid to blue light red. Alkaline reduction leuco for green light blue; Acid reduction leuco for purple. To cotton directness high, good levelness. Used for cotton fiber dyeing for red light blue to red light navy blue, also can be used for cotton fabric direct printing, resist printing and discharge printing, but also can be used for viscose and silk dyeing."
"Name:C.I.Vat Blue 22,C.I.59820",CAS Registry Number:6373-20-2,4-5,ISO,VatDye,Molecular Structure: violanthrone,"Properties and Applications:  red light blue to red light navy blue. Dark blue powder. Alkaline reduction leuco for blue; Acid reduction leuco for purple. To cotton directness high. Used for dyeing cotton fabric for red light blue to red light navy blue. Also can be used for cotton fabric direct printing, color resist printing and discharge printing, also can be used for silk dyeing."
"Name:C.I.Vat Blue 21,C.I.67920",CAS Registry Number:6219-97-2,5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: brilliant blue to red light blue.
"Name:C.I.Vat Blue 20,C.I.59800",CAS Registry Number:116-71-2,4,ISO,VatDye,Molecular Structure: violanthrone,"Properties and Applications: dark blue purple red to purplish blue. Blue black powder. Etanol and insoluble in water, soluble in 1, 2, 3, 4 – Tetrahydronaphthalene and Xylene in red solution (with red fluorescence), slightly soluble in Acetone, Chloroform, 2 – Chlorophenol, Pyridine and Toluene. Alkaline reduction leuco for dark purple; Acid reduction leuco for wine. In concentrated sulfuric acid for purple black, dilution after purple black precipitation. Used for cotton fiber dyeing, poor levelness. Widely used in dark blue fabric and polyester/cotton khaki dyeing. The leuco used for hosiery dyeing, in yarn-dyed mainly applied to dyeing yarn. Used for cotton fabric direct printing. Can dye viscose, silk and d/cotton goods. Can also be processed into organic pigment."
"Name:C.I.Vat Blue 19,C.I.59805",CAS Registry Number:1328-18-3,4-5,ISO,VatDye,Molecular Structure: violanthrone,"Properties and Applications: red light navy blue. In the basic insurance powder solution for blue purple; In the acidic insurance powder solution for red light brown. Used for cotton fabric dyeing, red for the navy, the cotton direct sex is high, can be used for cotton direct printing, resist printing and discharge printing. Can also be used for viscose fabric and silk fabric dyeing"
"Name:C.I.Vat Blue 18,C.I.59815",CAS Registry Number:1324-54-5,4,ISO,VatDye,Molecular Structure: violanthrone,"Properties and Applications: red light blue to red light navy blue. Dark blue powder. Etanol and insoluble in water, soluble in Acetone, Nitrobenzene, 1, 2, 3, 4 – Tetrahydronaphthalene and Xylene, slightly soluble in benzene. In concentrated sulfuric acid to red light purple, after dilution for blue purple, have precipitation. Alkaline reduction leuco for green light blue; Acid reduction leuco for red light purple. This product to cotton direct sex is very good, used for cotton fiber dyeing, also can be used for cotton fabric direct printing, resist printing and discharge printing, but also can be used for viscose and silk fabric dyeing."
"Name:C.I.Vat Blue 16,C.I.71200",CAS Registry Number:6424-76-6,4-5,ISO,VatDye,Molecular Structure: violanthrone,"Properties and Applications:  navy blue. Deep blue black powder. Soluble in Xylene for blue purple. In concentrated sulfuric acid to blue light red. Alkaline reduction leuco for blue; Acid reduction leuco for bordeaux red. Dyeing levelness sex is good. Soluble in Xylene for blue purple. Used for cotton fiber dyeing, also can be used for direct printing, resist printing and discharge printing, not suitable for white discharge printing. Can also be used for viscose and silk dyeing."
"Name:C.I.Vat Blue 15,C.I.70010",CAS Registry Number:1328-43-4,2,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications:  blue. Slightly soluble in benzene, 1, 2, 3, 4 – Tetrahydronaphthalene, Xylene, insoluble in Etanol. In concentrated sulfuric acid for the Yellow card grumble color, after dilution for blue; In the basic insurance powder solution for green light blue; In the acidic insurance powder solution for blue purple."
"Name:C.I.Vat Blue 14,C.I.69810",CAS Registry Number:1324-27-2,2,ISO,VatDye,Molecular Structure:anthraquinones,"Properties and Applications: brilliant blue. Dark blue powder. Insoluble in water, Acetone, Etanol and Toluene, soluble in 2 – Chlorophenol, slightly soluble in Chloroform and Pyridine . Alkaline reduction leuco for blue, acid reduction leuco for red light blue. In concentrated sulfuric acid for yellow brown, dilution for blue. More sensitive to hard water. Mainly used in yarn dyeing, also used for cotton of jig dyeing and suspension milk dyed. Can direct printing, color resist printing. Of silk dyeing affinity medium, dye stick/cotton, Peacekeeping/cotton all can obtain good results, but also can be processed to be oil paint."
"Name:C.I.Vat Blue 13,C.I.69845",CAS Registry Number:6871-71-2,1,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: brilliant green blue. Blue black powder. Slightly soluble in Xylene for red light purple. In concentrated sulfuric acid for olive green, blue green precipitation after dilution. Alkaline reduction leuco for dark olive; Acid reduction leuco for bordeaux red. Slightly soluble in Xylene for red light purple. Can be used for cotton dyeing, for brilliant green blue, also can be used for cotton fabric direct printing, resist printing. Can also be used for viscose and silk dyeing."
"Name:C.I.Vat Blue 12,C.I.69840",CAS Registry Number:1324-28-3,2,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: brilliant blue. Blue powder. Soluble in Xylene, slightly soluble in 2 – Chlorophenol and Acetic acid glacial, not soluble in Acetone, Etano, Chloroform, Pyridine and Toluene. Alkaline reduction leuco for blue; Acid reduction leuco for blue purple. In concentrated sulfuric acid for brown light olive, dilution after blue precipitation. Used for cotton fabric jig dyeing and disseminated, levelness and affinity are good. To dead cotton covering power range. Generally used in color matching. Can be directly printed, discharge printing and resist printing. Also used in paper dyeing."
"Name:C.I.Vat Blue 11,C.I.69815",CAS Registry Number:130-19-8,3,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: brilliant blue. Not soluble in ethanol. In concentrated sulfuric acid to dark yellow brown. Dilution after blue precipitation; In the basic insurance powder solution for blue; In the acidic insurance powder solution for blue.
"Name:C.I.Vat Blue 10,C.I.69830",CAS Registry Number:8005-28-5,3,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: brilliant blue. In concentrated sulfuric acid for olive brown; In the basic insurance powder solution for green light blue; In the acidic insurance powder solution for blue.
"Name:C.I.Solubilised Vat Blue 9,C.I.73071",CAS Registry Number:10126-84-8,2-3,AATCC,VatDye,Molecular Structure: Indigo class,"Properties and Applications: blue. Water-soluble blue. Dyes may contain soluble vat dyes C.I.73076,C.I. Vat Blue 48 leuco."
"Name:C.I.Solubilised Vat Blue 8,C.I.738001",CAS Registry Number:4086-05-9,4,ISO,VatDye,Molecular Structure: Indigo class,Properties and Applications:  blue to navy blue. Soluble in water.
"Name:C.I.Vat Blue 8,C.I.73800",CAS Registry Number:6424-71-1,4,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications: blue to navy blue. In concentrated sulfuric acid to blue light green; In concentrated nitric acid for blue green to brown light yellow, In the basic insurance powder solution for yellow; In the acidic insurance powder solution for pale yellow."
"Name:C.I.Solubilised Vat Blue 7,C.I.70306",CAS Registry Number:10126-85-9,4,ISO,VatDye,Molecular Structure: Indigo class,Properties and Applications: deep green light blue.
"Name:C.I.Vat Blue 7,C.I.70305",CAS Registry Number:6505-58-4,4,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications:  deep green light blue. Insoluble in Etanol, Pyridine and Xylene. In concentrated sulfuric acid for red black, dilution after blue precipitation; In the basic insurance powder solution for blue purple; In the acidic insurance powder solution for blue light red."
"Name:C.I.Solubilised Vat Blue 6 ,C.I.69826",CAS Registry Number:2519-28-0,3-4,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications:  brilliant blue. Yellow powder. Soluble in water, and its solution for fluorescent yellow. In concentrated sulfuric acid for brown, after diluted into sky blue. Easy color, easy overoxidation. Mainly used for cotton fabric dyeing and printing, also can be used for silk and polyester/cotton blended fabric dyeing and printing, can be disseminated and pad dyeing, can be directly printed."
"Name:C.I.Vat Blue 6,C.I.69825",CAS Registry Number:130-20-1,3-4,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications:  brilliant blue. Aquamarine blue powder. Slightly soluble in hot Chloroform, 2 – Chlorophenol and hot Pyridine ; Insoluble in water, Acetone, Etanol and Toluene. Alkaline reduction leuco for green light yellow, acid reduction leuco for red light blue. In concentrated sulfuric acid for brown, dilution for blue. More sensitive to hard water. Mainly used in cotton fiber dyeing, easy excessive reduction and excessive oxidation, the dyeing speed, generally not used for printing. Used for silk dyeing, levelness and affinity are good. Used to stick/cotton blended fabric cold dyeing, uniform color. Also can be used for polyester/cotton two bath dyeing. Can also be processed into organic pigment."
"Name:C.I.Solubilised Vat Blue 5 ,C.I.73066",CAS Registry Number:2702-33-2,2,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications: blue. Light gray powder. Soluble in water is blue, the acid brilliant is basic, in light and acid under the action of rapid decomposition, make the solution is blue. In concentrated sulfuric acid for cyan. When color oxidation more difficult, low temperature issued color not fully. Mainly used for cotton fabric dyeing and printing, also used for silk and polyester/cotton blended fabric dyeing and printing, but also can be used to hand printed."
"Name:C.I.Vat Blue 5,C.I.73065",CAS Registry Number:2475-31-2,2,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications: blue. Dark blue powder. Etanol and insoluble in water, soluble in Xylene, Nitrobenzene and 1, 2, 3, 4 – Tetrahydronaphthalene. Alkaline reduction leuco for yellow; Acid reduction leuco for pale yellow. In concentrated sulfuric acid to blue light green, diluted into blue, and the emergence of precipitation. Used for cotton of jig dyeing and yarn dyeing, dyeing hair blue cloth color turquoise blue. Is the important dye printing, can direct printing, also can discharge printing and resist printing. Can also be used for viscose, silk and wool dyeing, levelness and affinity are good. Can be processed into organic pigment"
"Name:C.I.Solubilised Vat Blue 4,C.I.69801",CAS Registry Number:2747-19-5,1,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: brilliant red light blue.
"Name:C.I.Solubilised Vat Blue 3,C.I.73056",CAS Registry Number:5156-38-7,3,ISO,VatDye,Molecular Structure: Indigo class,Properties and Applications:  red light blue. Soluble in water is blue.
"Name:C.I.Vat Blue 3,C.I.73055",CAS Registry Number:6492-73-5,2,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications:  red light blue to red light navy blue. Dark blue powder. Soluble in toluene as blue, not soluble in ethanol. In concentrated sulfuric acid for dark olive green, blue precipitation after dilution. Alkaline reduction leuco for yellow; Acid reduction leuco colorless. Mainly used for cotton fabric dyeing, also can be used for cotton fabric direct printing, resist printing and discharge printing, but also can be used for wool dyeing."
"Name:C.I.Solubilised Vat Blue 2,C.I.73046",CAS Registry Number:6537-70-8,3,ISO,VatDye,Molecular Structure: Indigo class,Properties and Applications: green light blue. Soluble in water
"Name:C.I.Vat Blue 2,C.I.73045",CAS Registry Number:29245-44-1,3,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications:  green light blue. Soluble in Xylene is blue. In concentrated sulfuric acid to green light blue, dilution after blue floc precipitation; In the basic insurance powder solution for yellow brown; In the acidic insurance powder solution for colorless."
"Name:C.I.Reduced Vat  Blue 1,C.I.73001",CAS Registry Number:894-86-0,2,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications: purplish blue to red light navy blue. Soluble in Etanol for blue, fluorescence. In the Sodium hydroxide solution for yellow green, In the basic insurance powder solution for yellow; In the acidic insurance powder solution for colorless. Mainly used for cotton fabric dyeing, also can be used for viscose and adhesive/cotton blended fabric dyeing."
"Name:C.I.Solubilised Vat Blue 1 ,C.I.73002",CAS Registry Number:3875-70-5,2,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications: Navy blue to red navy. Soluble in water and Etanol. In the Sodium hydroxide solution without change; In concentrated sulfuric acid for brilliant green. Mainly used for dyeing cotton fabric. Alkaline reduction leuco for yellow; Acid reduction leuco colorless. To cotton direct sex low, good levelness. Can also be used to viscose and adhesive/cotton blended fabric dyeing."
"Name:C.I.Vat Blue 1,C.I.73000",CAS Registry Number:482-89-3,2,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications:  Navy blue to red navy. Blue powder. Soluble in hot aniline, insoluble in ethanol. The concentrated sulfuric acid for the yellow green, diluted with blue precipitate; in concentrated nitric acid to form isatin, a red yellow. Alkaline reduction leuco pale yellow; acid is a colorless leuco restored. Mainly used for dyeing cotton yarn and cotton cloth. Can also be used for wool and silk carpets and handicrafts in the application. Pure product is used in food dyes, can also be processed into organic pigments. C.I. Pigment Blue 66 and the same chemical structure."
"Name:C.I.Vat Violet 19,C.I.52100",CAS Registry Number:6379-03-9,4,ISO,VatDye,Molecular Structure: thiazine class,Properties and Applications: blue light purple.
"Name:C.I.Vat Violet 18,C.I.73605",CAS Registry Number:6408-12-8,4,ISO,VatDye,Molecular Structure: Indigo class,"Properties and Applications: brilliant blue purple. In concentrated sulfuric acid to blue light green, dilution after purple; In concentrated nitric acid for purple; In the basic insurance powder solution for yellow brown."
"Name:C.I.Vat Violet 17,C.I.63365",CAS Registry Number:3076-87-7,3,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: purple. Blue gray powder. Insoluble in water, soluble in 1, 2, 3, 4 – Tetrahydronaphthalene, Xylene and Pyridine . In concentrated sulfuric acid for brown light red, and then into a green, green to yellow, purple precipitation after dilution in sulfuric acid and boric acid solution for brilliant blue green, to blue. Alkaline reduction leuco for red brown; Acid reduction leuco for dark red light purple. Used for dyeing cotton fabric is purple, to cotton affinity and levelness were good. Also applies to viscose, silk and wool dyeing."
"Name:C.I.Vat Violet 16,C.I.65020",CAS Registry Number:4003-36-5,4-5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: dark purple. Soluble in Pyridine , 1, 2, 3, 4 – Tetrahydronaphthalene and Xylene. In concentrated sulfuric acid to green light brown, after dilution red purple precipitation; In the basic insurance powder solution for claret; In the acidic insurance powder solution for green light brown."
"Name:C.I.Vat Violet 15,C.I.63355",CAS Registry Number:6370-58-7,3,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: blue light purple. Purple powder. Soluble in Pyridine and Xylene. In concentrated sulfuric acid to blue light green, heating become yellow, purple precipitation after dilution. Alkaline reduction leuco for red brown; Acid reduction leuco for wine. Dyeing cotton in natural light for blue purple, in artificial light source for the red light purple. This product to cotton directness medium, good levelness. In the dyeing fabric before soaping should be in acid dye solution of washing. Used for cotton fabric of reserving, discharge and white discharge printing, also can be used as disperse dye."
"Name:C.I.Vat Violet 14,C.I.67895",CAS Registry Number:6373-31-5,4-5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications:  red light purple. Red purple powder. Insoluble in water, soluble in 1, 2, 3, 4 – Tetrahydronaphthalene and Xylene. In concentrated sulfuric acid to orange, red purple precipitation after dilution. Alkaline reduction leuco for purple; Acid reduction leuco for brown. In the commodity dye a dichloride. Used for viscose fabric dyeing and printing, unfavorable discharge printing, can white discharge. To cotton have higher direct sex. Also can be used for wool, silk dyeing."
"Name:C.I.Vat Violet 13,C.I.68700",CAS Registry Number:4424-87-7,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: blue light purple. Deep purple powder. Insoluble in water, slightly soluble in Pyridine , 1, 2, 3, 4 – Tetrahydronaphthalene and Xylene.The concentrated sulfuric acid is dark orange, diluted with purple precipitate. Shout of reducing leuco as dark blue; acidic reduction leuco brown. This product can be used for cotton fabric dyeing, as blue purple. Good affinity for cotton. Can also be used directly, anti-pollution and discharge printing can also be used for wool dyeing."
"Name:C.I.Vat Violet 10,C.I.60000",CAS Registry Number:128-64-3,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: blue light purple. Soluble in 2 – Chlorophenol, Xylene to red, fluorescence, slightly soluble in Acetone, Chloroform, Pyridine and Toluene, insoluble in Etanol. In concentrated sulfuric acid for SAP green, purple precipitation after dilution, In the basic insurance powder solution for dark red light blue, in acid insurance powder solution for wine."
"Name:C.I.Vat Violet 9,C.I.60005",CAS Registry Number:1324-17-0,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: brilliant blue purple. Deep purple powder. Insoluble in water, slightly soluble in 1, 2, 3, 4 – Tetrahydronaphthalene and Xylene. In concentrated sulfuric acid for green, dilution after dark purple precipitation. Alkaline reduction leuco for blue; Acid reduction leuco for blue-ray dark red. Used for cotton fabric dyeing, for brilliant blue purple. For cotton high affinity, poor levelness. Also can be used for cotton fabric of direct, color discharge and resist printing, but also can be used for viscose and silk dyeing."
"Name:C.I.Solubilised Vat Violet 8 ,C.I.73601",CAS Registry Number:10241-20-0,4,ISO,VatDye,Molecular Structure: Indigo class,Properties and Applications: brilliant purple. Soluble in water for purple
"Name:C.I.Solubilised Vat Violet 7 ,C.I.59321",CAS Registry Number:1324-23-8,4-5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: purple.
"Name:C.I.Solubilised Vat Violet 6,C.I.59316",CAS Registry Number:1324-18-1,4-5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: red light purple.
"Name:C.I.Vat Violet 6,C.I.59315",,,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications:  red light purple.
"Name:C.I.Solubilised Vat Violet 5 ,C.I.73596",CAS Registry Number:3875-71-6,4-5,ISO,VatDye,Molecular Structure: Thioindigo class,Properties and Applications:  blue light purple. Soluble in water for purple.
"Name:C.I.Vat Violet 5,C.I.73595",CAS Registry Number:6904-93-4,4-5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: blue light purple. In concentrated sulfuric acid to blue light green, dilution after purple; In concentrated nitric acid for purple; In the basic insurance powder solution for golden brown. In acid insurance powder solution for pale yellow."
"Name:C.I.Solubilised Vat Violet 4 ,C.I.73401",CAS Registry Number:4735-07-3,4-5,ISO,VatDye,Molecular Structure: Thioindigo class,Properties and Applications: purple.
"Name:C.I.Vat Violet 4,C.I.73400",CAS Registry Number:6406-15-1,4-5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: purple. In concentrated sulfuric acid for green, dilution after purple; In concentrated nitric acid for the red light purple; In the basic insurance powder solution for red light yellow, In the acidic insurance powder solution for yellow."
"Name:C.I.Solubilised Vat Violet 3 ,C.I.73396",CAS Registry Number:10126-99-5,5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications:  brilliant red light purple. Purple red powder. Soluble in water for red light purple. Used for dyeing cotton fabric for brilliant red light purple, and also can be used for cotton fabric direct printing, resist printing. Also can be used for silk and wool dyeing and polyester/cotton blended fabric dyeing."
"Name:C.I.Vat Violet 3,C.I.73395",CAS Registry Number:2379-75-1,5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: brilliant red light purple. Red purple powder. Insoluble in water, ethanol and general organic solvent. In concentrated sulfuric acid for SAP green, dilution after pale red light purple. Alkaline reduction leuco for yellow; Acid reduction leuco colorless. This product is light embrittlement phenomenon. Mainly used in cotton yarn dyeing indigo with bromine, etc. Tile Black Vat Brown RRD use. Rubbing fastness, but also for direct printing of cotton fabrics, resist printing and discharge printing."
"Name:C.I.Solubilised Vat Violet 2,C.I.73386",CAS Registry Number:10126-91-7,5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: brilliant red light purple. Purple powder. Soluble in water for red light purple, phenolphthalein is alkaline, insoluble in Etanol and organic solvent, in light and acid under the action of not easy decomposition. Used for dyeing cotton fabric for brilliant red light purple. In neutral or weak alkaline dyeing bath dyeing. Can be used for cotton fabric of direct, resist, white discharge printing, also can be used for silk and wool dyeing."
"Name:C.I.Vat Violet 2,C.I.73385",CAS Registry Number:5462-29-3,5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: brilliant red light purple. Purple powder. Insoluble in water, soluble in xylene as the blue light red, weak yellow fluorescence. In concentrated sulfuric acid for brilliant green, dilution after red precipitation. Alkaline reduction leuco for yellow; Acid reduction leuco colorless. Used for dyeing cotton fabric for brilliant red light purple. To cotton affinity is high, good levelness. Also can be used for cotton fabric of direct, resist and discharge printing, also can be used for silk and wool fabric dyeing and printing."
"Name:C.I.Solubilised Vat Violet 1,C.I.60011",CAS Registry Number:1324-57-8,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: brilliant blue purple. Purple powder. Soluble in water, water solution for purple. In concentrated sulfuric acid for green, diluted into red purple, oxidation rate of medium, color is a bit slow. Mainly used for cotton fabric dyeing and printing. Also can be used for silk, polyester/cotton blended fabric dyeing and printing, but also can be used for spelling dye noise."
"Name:C.I.Vat Violet 1,C.I.60010",CAS Registry Number:1324-55-6,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: brilliant blue purple. Puce powder. Soluble in Benzene, slightly soluble in chloroform, 2 – Chlorophenol, Nitrobenzene, Pyridine , 1, 2, 3, 4 – Tetrahydronaphthalene, Toluene and Xylene, insoluble in Etanol and Acetone. In concentrated sulfuric acid for green, dilution after purple, have precipitation. Alkaline reduction leuco for blue; Acid reduction leuco for red light purple. Mainly used for cotton, linen, synthetic fiber and silk dyeing and printing, also can be used for viscose/cotton, vinylon/cotton blended fabric dyeing and polyester/cotton blended fabric two bath process set of dye. Applicable to the fabric direct printing and VAT blue, reducing ash spell dyed dark blue or dark gray, also can be used in the manufacture of VAT blue, processing into organic pigment and plastic colorant."
Name:C.I.Vat Red 61,CAS Registry Number:12227-49-5,5,ISO,VatDye,Molecular Structure: Thioindigo class,Properties and Applications: yellow red
Name:C.I.Vat Red 60,CAS Registry Number:12227-48-4,4-5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: Claret.
Name:C.I.Vat Red 52,CAS Registry Number:12239-84-8,4,AATCC,VatDye,Molecular Structure: anthraquinones,Properties and Applications: Yellow pink
"Name:C.I.Vat Red 48,C.I.65205",CAS Registry Number:4478-06-2,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: dark yellow red. Slightly soluble in Xylene, insoluble in Etanol. In concentrated sulfuric acid to blue light green, dilution after big red precipitation; In the basic insurance powder solution for red brown; In the acidic insurance powder solution for olive brown."
"Name:C.I.Vat Red 47,C.I.73305",CAS Registry Number:6492-68-8,4,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: blue light pink to blue light red. Rosy purple paste content. Insoluble in water, soluble in Xylene to red, yellow fluorescence. In concentrated sulfuric acid for green, dilution after red flocks; In concentrated nitric acid to blue light red. Alkaline reduction leuco for yellow; Acid reduction leuco for pale yellow. Mainly used for cotton, wool, silk dyeing and printing."
"Name:C.I.Solubilised Vat Red 45,C.I.73861",CAS Registry Number:10169-28-5,4,ISO,VatDye,Molecular Structure: Thioindigo class,Properties and Applications: brilliant yellow red
"Name:C.I.Vat Red 45,C.I.73860",CAS Registry Number:6252-78-4,4,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: brilliant pink to brilliant yellow red. Big red powder. Slightly soluble in Xylene for yellow red. In concentrated sulfuric acid for brilliant green, dilution after red flocks. Alkaline reduction leuco for red light purple; Acid reduction leuco for orange. Used for cotton, polyester/cotton blended, wool and silk dyeing."
"Name:C.I.Vat Red 44,C.I.650235",CAS Registry Number:61814-48-0,5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications:
"Name:C.I.Vat Red 42,C.I.61650",CAS Registry Number:2987-68-0,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications:  yellow red. Dark red powder. Soluble in 1, 2, 3, 4 – Tetrahydronaphthalene and Xylene. In concentrated sulfuric acid for red, dilution after magenta precipitation; Alkaline reduction leuco for dark red light purple; Acid reduction leuco for yellow brown. This product is light brittle dye, with photosensitivity. Mainly used in color matching, dyeing cotton shoulds not be direct sunlight, or color shallow. Can be used for paper dyeing."
