SMILES,Tag,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference,identifier,vie,aie,vea,aea,hl,s0s1,s0t1,hr,cr2,cr1,er,ar1,ar2,lumo,homo
CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc21,7848.0,Cc1ccccc1,387.0,433.0,0.7,0.82,5.11,,,70.1,47.5,1185.86028,10.1021/ol017150e,,,,,,,,,,,,,,,,
CC[B-]1(CC)c2cccc3cc4ccccc4c(c23)-c2cccc(C)[n+]21,7019.0,ClCCl,453.0,538.0,4.1,0.202,4.025305865,,,69.4,93.7,337.27256,DOI: 10.1021/jacs.7b11062,,,,,,,,,,,,,,,,
CC[B-]1(CC)c2cccc3c4c5c(cccc5c(c23)-c2cccc(C)[n+]21)[B-](CC)(CC)[n+]1c(C)cccc1-4,7018.0,ClCCl,538.0,620.0,11.1,0.53,4.123851641,,,96.1,97.7,496.31172,DOI: 10.1021/jacs.7b11062,,,,,,,,,,,,,,,,
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(-c3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc2)cc1,7844.0,Cc1ccccc1,374.0,424.0,1.0,0.87,4.92,,,59.8,52.5,721.12592,10.1021/ol017150e,,,,,,,,,,,,,,,,
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,4001.0,ClCCl,699.0,716.0,1.53,0.365,5.318063335,,,43.3,38.5,725.6303,https://doi.org/10.1016/j.dyepig.2018.09.009,,,,,,,,,,,,,,,,
CCCCCCN(CCCCCC)c1ccc(C#Cc2c(F)c(F)c(F)c(F)c2F)cc1,8577.0,CO,357.0,464.0,0.5,0.0014,4.631443769,,,51.3,161.8,451.5212,DOI: 10.1021/jp9053988,,,,,,,,,,,,,,,,
CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)c(-c4ccccc4)c-3oc2c1,4175.0,ClCCl,549.0,625.0,3.5,0.54,4.6599162,,,87.7,76.3,450.5802,http://dx.doi.org/10.1016/j.tet.2013.02.083,,,,,,,,,,,,,,,,
CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc([N+](=O)[O-])cc3)ccc2-c2ccc(-c3ccc([N+](=O)[O-])cc3)cc21,1294.0,ClC(Cl)Cl,373.0,538.0,1.92,0.11,4.692846919,,,65.1,119.9,632.84212,doi:10.1016/j.tetlet.2009.10.118,,,,,,,,,,,,,,,,
CCOC(=O)c1csc2[n+]1[B-](F)(F)OC(c1ccc(N(C)C)cc1)=N2,7917.0,Cc1ccccc1,406.0,439.0,2.1,0.94,4.800029359,,,42.3,40.9,367.18304,DOI: 10.1021/acs.joc.7b02239,,,,,,,,,,,,,,,,
CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,4173.0,ClCCl,543.0,609.0,4.6,0.85,4.782472624,,,79.9,70.2,374.48244,http://dx.doi.org/10.1016/j.tet.2013.02.083,,,,,,,,,,,,,,,,
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(C#Cc3ccc(-c4ccc(C#Cc5ccc(C#Cc6ccc(N(CCCCCC)CCCCCC)cc6)cc5)cc4)cc3)cc2)cc1,7845.0,Cc1ccccc1,381.0,433.0,0.8,0.82,5.04,,,75.9,56.4,921.36544,10.1021/ol017150e,,,,,,,,,,,,,,,,
CCn1nc(-c2ccccc2)c2ccc3[o+]c(-c4ccccc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],3747.0,ClCCl,501.0,525.0,3.92,0.56,4.673941999,,,66.2,55.6,474.89886,https://doi.org/10.1016/j.jphotochem.2018.10.047,,,,,,,,,,,,,,,,
CCn1nc(-c2ccc(F)cc2)c2ccc3[o+]c(-c4ccc(F)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],3748.0,ClCCl,502.0,529.0,3.89,0.57,4.667452953,,,66.2,55.1,510.87898,https://doi.org/10.1016/j.jphotochem.2018.10.047,,,,,,,,,,,,,,,,
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,9804.0,CS(C)=O,393.5,501.0,0.32,0.0077,4.041392685,,,59.6,107.0,285.34734,doi:10.1016/j.saa.2009.03.026,,,,,,,,,,,,,,,,
CCCCOc1ccc(-c2oc3cc4n(c3c2-c2ccc(OCCCC)cc2)[B-](F)(F)[N+]2=Cc3cc5oc(-c6ccc(OCCCC)cc6)c(-c6ccc(OCCCC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,17386.0,Cc1ccccc1,608.0,641.0,1.97,0.42,5.087071206,,,84.6,37.2,954.67464,DOI: 10.1021/acs.joc.6b01018,,,,,,,,,,,,,,,,
CCCCOc1ccc(-c2oc3c(-c4ccc(OCCCC)cc4)c4n(c3c2-c2ccc(OCCCC)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(OCCCC)cc5)c5oc(-c6ccc(OCCCC)cc6)c(-c6ccc(OCCCC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,17398.0,Cc1ccccc1,631.0,668.0,2.56,0.32,5.033423755,,,92.4,38.4,1251.0832,DOI: 10.1021/acs.joc.6b01018,,,,,,,,,,,,,,,,
CCN1C(=CC2=C([O-])C(=CC3=[N+](CC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,5599.0,CO,628.0,644.0,0.2,0.09,,620.2,,23.9,18.9,452.59608,https://doi.org/10.1016/0003-2670(93)80128-8,,,,,,,,,,,,,,,,
CCCCOc1ccc(-c2cc3c(o2)c(-c2ccc(OCCCC)cc2)c2n3[B-](F)(F)[N+]3=Cc4c(-c5ccc(OCCCC)cc5)c5oc(-c6ccc(OCCCC)cc6)cc5n4[B-](F)(F)[N+]3=C2)cc1,17392.0,Cc1ccccc1,626.0,660.0,2.59,0.37,5.086715664,,,86.2,35.7,954.67464,DOI: 10.1021/acs.joc.6b01018,,,,,,,,,,,,,,,,
CCCCCn1c2ccccc2c(=O)c2ccccc21,8606.0,CS(C)=O,403.0,414.0,8.1,0.68,4.052693942,,,35.8,38.7,265.35486,https://doi.org/10.1016/j.dyepig.2019.03.028,,,,,,,,,,,,,,,,
CCCCCn1c2ccc(S(=O)(=O)O)cc2c(=O)c2cc(S(=O)(=O)O)ccc21,8616.0,CS(C)=O,406.0,421.0,10.17,0.7,3.86923172,,,37.9,43.9,425.48086,https://doi.org/10.1016/j.dyepig.2019.03.028,,,,,,,,,,,,,,,,
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4cc5c(cc4c3oc-2c1)CCCN5C,9355.0,ClC(Cl)Cl,610.0,647.0,3.79,0.27,4.88422877,,,49.0,53.1,509.58026,http://dx.doi.org/10.1021/jo400783x,,,,,,,,,,,,,,,,
CCCCn1c2ccc(-c3cccs3)cc2c2c1c1c3ccc(-c4cccs4)cc3n(CCCC)c1c1c3ccc(-c4cccs4)cc3n(CCCC)c21,9644.0,C1CCOC1,337.0,424.0,4.2,0.37,5.079181246,,,76.6,70.8,760.1043,http://dx.doi.org/10.1016/j.saa.2012.08.008,,,,,,,,,,,,,,,,
CCN(CC)c1ccc(-c2cc3c(s2)c(C(=O)OC)cc(=O)n3C)cc1,7606.0,ClCCl,442.0,562.0,6.59,0.91,4.567026366,,,76.6,93.4,370.47168,DOI: 10.1021/acs.joc.8b01924,,,,,,,,,,,,,,,,
CCCCn1c2ccccc2c2c1c1c3ccccc3n(CCCC)c1c1c3ccccc3n(CCCC)c21,9643.0,C1CCOC1,316.0,396.0,6.0,0.19,4.799340549,,,35.2,46.4,513.72666,http://dx.doi.org/10.1016/j.saa.2012.08.008,,,,,,,,,,,,,,,,
CCN(CC)c1ccc(-c2nc3c(nc2-c2ccc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)cc2)c2ccccc2n3C)cc1,19548.0,C1CCOC1,405.0,528.0,2.33,0.21,4.434568904,,,69.0,97.2,654.70718,DOI: 10.1021/acs.joc.8b02942,,,,,,,,,,,,,,,,
CCOC(=O)c1c(/N=C/c2cccs2)sc(/N=C/c2cccs2)c1C(=O)OCC,9421.0,CC#N,440.0,534.0,13.2,0.0028,4.436162647,,,101.2,172.3,446.57092,10.1021/jo070100o,,,,,,,,,,,,,,,,
CCOC(=O)c1c(/N=C/c2cccs2)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,9423.0,CC#N,470.0,581.0,7.2,0.0038,4.481442629,,,123.8,33.6,528.6968,10.1021/jo070100o,,,,,,,,,,,,,,,,
CCOC(=O)c1c(N)sc(/N=C/c2cccs2)c1C(=O)OCC,9419.0,CC#N,400.0,480.0,14.0,0.0029,4.278753601,,,73.2,63.7,352.43404,10.1021/jo070100o,,,,,,,,,,,,,,,,
CCCCCn1c2ccc(S(=O)(=O)Cl)cc2c(=O)c2cc(S(=O)(=O)Cl)ccc21,8611.0,CS(C)=O,406.0,422.0,10.08,0.76,3.925312091,,,37.9,44.4,462.37298,https://doi.org/10.1016/j.dyepig.2019.03.028,,,,,,,,,,,,,,,,
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4c5c6c(cc4c3oc-2c1)CCCN6CCC5,9358.0,ClC(Cl)Cl,623.0,664.0,2.87,0.09,4.875061263,,,57.7,56.4,535.61814,http://dx.doi.org/10.1021/jo400783x,,,,,,,,,,,,,,,,
CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)c(-c4c5ccccc5cc5ccccc45)c-3oc2c1,4177.0,ClCCl,555.0,619.0,1.8,0.2,4.685741739,,,83.5,61.0,550.69996,http://dx.doi.org/10.1016/j.tet.2013.02.083,,,,,,,,,,,,,,,,
CCn1nc(-c2ccc(C)cc2)c2ccc3[o+]c(-c4ccc(C)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],3749.0,ClCCl,515.0,541.0,3.71,0.57,4.73479983,,,68.6,54.0,502.95262,https://doi.org/10.1016/j.jphotochem.2018.10.047,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/C=C/c1ccc(N(C)C)cc1)CCC3,4012.0,ClCCl,749.0,857.0,1.03,0.2,4.833714322,,,151.1,75.3,533.68978,http://dx.doi.org/10.1016/j.jphotochem.2017.07.045,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2cc(-c3nc4c5cccc6ccc7cccc(c7c65)c4n3-c3ccc(C(C)(C)C)cc3)c(=O)oc2c1,15375.0,ClCCl,410.0,519.0,11.4,0.98,5.462397998,,,79.7,66.3,589.7369,https://doi.org/10.1016/j.dyepig.2019.107958,,,,,,,,,,,,,,,,
CCCCC1=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n(c26)P1(=O)c1ccccc1)c3c45,7187.0,C1CCCCC1,431.0,502.0,1.8,0.56,4.49,,,67.7,67.4,688.80878,DOI: 10.1021/acs.orglett.9b02332,,,,,,,,,,,,,,,,
CCCCC1=Cc2c3ccc4cccc5ccc(c6cc(-c7ccccc7)n(c26)P1(=O)c1ccccc1)c3c45,7178.0,C1CCCCC1,430.0,452.0,1.9,0.64,4.59,,,56.6,57.4,521.59832,DOI: 10.1021/acs.orglett.9b02332,,,,,,,,,,,,,,,,
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(C#N)cc2)cc1,8570.0,CO,378.0,514.0,1.0,0.015,4.514547753,,,58.5,87.5,386.58096,DOI: 10.1021/jp9053988,,,,,,,,,,,,,,,,
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,4279.0,CCCCCC,443.0,472.0,4.0,0.045,4.612783857,,,57.3,52.4,292.33704,http://dx.doi.org/10.1016/j.saa.2012.04.077,,,,,,,,,,,,,,,,
CCOC(=O)c1c(/N=C/c2ccc(-c3cccs3)s2)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,9422.0,CC#N,492.0,592.0,5.8,0.0042,4.501059262,,,120.6,64.0,610.82268,10.1021/jo070100o,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc2c(c1)c1ccccc1n2CC)CCC3,4015.0,ClCCl,646.0,712.0,0.79,0.08,4.69019608,,,104.9,98.5,581.73378,http://dx.doi.org/10.1016/j.jphotochem.2017.07.045,,,,,,,,,,,,,,,,
CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C#N)cc3)ccc2-c2ccc(-c3ccc(C#N)cc3)cc21,1293.0,ClC(Cl)Cl,341.0,385.0,0.95,0.95,4.802089258,,,46.3,46.3,592.86812,doi:10.1016/j.tetlet.2009.10.118,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1nc(-c2ccccc2)n2ccccc12)CCC3,4014.0,ClCCl,703.0,746.0,2.97,0.4,4.954242509,,,70.7,61.6,580.70596,http://dx.doi.org/10.1016/j.jphotochem.2017.07.045,,,,,,,,,,,,,,,,
CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C(=O)OC)cc3)ccc2-c2ccc(-c3ccc(C(=O)OC)cc3)cc21,1292.0,ClC(Cl)Cl,341.0,388.0,1.48,0.94,4.836324116,,,47.4,48.1,658.91976,doi:10.1016/j.tetlet.2009.10.118,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1nc(C)n2ccccc12)CCC3,4013.0,ClCCl,701.0,735.0,2.21,0.3,6.017033339,,,58.7,54.0,518.63508,http://dx.doi.org/10.1016/j.jphotochem.2017.07.045,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2c(c1)oc(=O)c1c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc12,9352.0,ClC(Cl)Cl,602.0,636.0,4.16,0.51,4.888740961,,,46.2,52.4,511.59614,http://dx.doi.org/10.1021/jo400783x,,,,,,,,,,,,,,,,
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,3985.0,ClCCl,695.0,713.0,1.33,0.291,5.274157849,,,45.8,40.0,567.83818,https://doi.org/10.1016/j.dyepig.2018.09.009,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(N(CC)CC)cc6oc5=O)cc4)cc3)c(=O)oc2c1,13222.0,ClCCl,417.0,484.0,10.09,0.75,5.342422681,,,64.9,52.0,584.71384,https://doi.org/10.1016/j.jphotochem.2017.05.039,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccccc6oc5=O)cc4)cc3)c(=O)oc2c1,13221.0,ClCCl,409.0,478.0,9.88,0.59,5.190331698,,,65.6,75.1,513.59138,https://doi.org/10.1016/j.jphotochem.2017.05.039,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2cc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccc(C(C)(C)C)cc3)c(=O)oc2c1,15374.0,ClCCl,410.0,492.0,12.6,0.97,5.770852012,,,58.5,65.1,565.7149,https://doi.org/10.1016/j.dyepig.2019.107958,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3,1476.0,CCO,595.0,641.0,5.19,0.35,4.832508913,,,63.0,61.7,479.59814,http://dx.doi.org/10.1016/j.dyepig.2014.06.021,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2cc(-c3nc4ccccc4n3-c3ccccc3)c(=O)oc2c1,15373.0,ClCCl,410.0,479.0,13.2,0.94,5.556302501,,,67.2,59.1,409.48762,https://doi.org/10.1016/j.dyepig.2019.107958,,,,,,,,,,,,,,,,
CN(C)c1ccc(/C=C/C(=C(C#N)C#N)c2ccc3c4c(cccc24)CC3)cc1,10277.0,Cc1ccccc1,487.0,551.0,3.92,,4.631068165,3194.0,,73.0,66.5,375.47374,https://doi.org/10.1016/j.jphotochem.2018.05.039,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,8976.0,ClCCl,353.0,425.0,5.1,0.82,4.12,,,60.2,85.1,374.37486,DOI: 10.1021/acs.joc.5b00541,,,,,,,,,,,,,,,,
CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,799.0,CC1CCCCC1,386.0,430.0,0.471,0.195,4.557507202,4259.6,4432.7,,,363.46274,http://dx.doi.org/10.1016/j.dyepig.2016.08.046,,,,,,,,,,,,,,,,
CN(C)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,1482.0,C1CCCCC1,402.0,468.0,0.13,0.012,4.485721426,,,67.7,85.3,330.45392,https://doi.org/10.1016/j.dyepig.2019.107582,,,,,,,,,,,,,,,,
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,3212.0,ClCCl,520.0,534.0,6.28,0.79,4.851258349,,,26.6,36.0,318.2175,DOI: 10.1039/c4cs00030g,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2cc(/C=C3\CCCc4c3[o+]c3cc(N(CC)CC)ccc3c4-c3ccccc3C(=O)O)c(=O)oc2c1,4016.0,ClCCl,678.0,797.0,0.36,0.07,4.591064607,,,146.4,104.9,603.73666,http://dx.doi.org/10.1016/j.jphotochem.2017.07.045,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2cc(C#N)/c(=N\C(=O)c3ccc(F)cc3)oc2c1,5559.0,ClCCl,444.0,507.0,3.8,0.83,4.591064607,3202.0,,,55.2,363.39092,doi:10.1016/j.jphotochem.2006.04.036,,,,,,,,,,,,,,,,
CCN(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3,1477.0,CCO,605.0,647.0,4.05,0.18,4.62324929,,,62.5,60.6,359.49138,http://dx.doi.org/10.1016/j.dyepig.2014.06.021,,,,,,,,,,,,,,,,
CCOC(=O)c1c(N)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,9420.0,CC#N,466.0,541.0,6.2,0.0006,4.40654018,,,129.3,38.2,434.55992,10.1021/jo070100o,,,,,,,,,,,,,,,,
CCO[B-]1(OCC)n2c(C)cc(C)c2C(c2ccc(I)cc2)=C2C(C)=CC(C)=[N+]21,5903.0,ClC(Cl)Cl,505.0,518.6996354,3.13,0.545,4.902818468,749.0,923.0,,,502.19832,10.1021/jo061567m,,,,,,,,,,,,,,,,
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccccc5)c(OC)cc4c3c3c2ccc2cc(-c4ccccc4)c(OC)cc23)C1=O,4501.0,ClCCl,432.0,526.0,6.16,0.148,4.23,,,83.6,64.7,727.94206,http://dx.doi.org/10.1016/j.jphotochem.2017.07.026,,,,,,,,,,,,,,,,
CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,10984.0,CCCCCC,400.0,440.0,0.28,0.059,,,3162.0,68.1,122.0,274.36592,https://doi.org/10.1016/j.cplett.2004.10.154,,,,,,,,,,,,,,,,
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3sc(-c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)cc4)c4nc(CC)c(CC)nc34)cc2)cc1,18711.0,ClCCl,532.0,725.0,0.92,0.0205,4.133538908,,,142.3,133.6,1079.54284,DOI: 10.1021/acs.joc.5b01958,,,,,,,,,,,,,,,,
CCCCCCCCCCCCCCCCCCOc1ccc([B-]23NC(c4ccccc4)=Nc4cccc([n+]42)N=C(c2ccccc2)N3)cc1,18609.0,ClCCl,431.0,511.0,2.2,0.14,4.322219295,,,63.2,75.1,669.76264,DOI: 10.1021/jo4003745,,,,,,,,,,,,,,,,
c1ccc2c(-c3cc(-c4c5ccccc5cc5ccccc45)cc(-c4c5ccccc5cc5ccccc45)c3)c3ccccc3cc2c1,9840.0,C1CCOC1,389.0,400.0,6.8,0.85,4.579783597,,,47.3,43.3,606.7662,https://doi.org/10.1016/j.jphotochem.2009.01.003,,,,,,,,,,,,,,,,
CN(C)c1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,8523.0,ClC(Cl)Cl,425.0,555.0,1.78,0.999,4.75,,,86.5,100.5,496.5718,DOI: 10.1021/ol0528991,,,,,,,,,,,,,,,,
Cc1cc(C)c(B(c2ccc(-c3cc4ccc5cccc6ccc(c3)c4c56)cc2)c2c(C)cc(C)cc2C)c(C)c1,8381.0,Cc1ccccc1,378.0,414.0,65.0,0.47,3.431363764,,,29.6,44.6,526.5289,http://dx.doi.org/10.1021/ja2006862,,,,,,,,,,,,,,,,
COc1cnc(-c2cc[n+](C3=C(F)C(F)(F)C(F)(F)[C-]3F)cc2)s1,13721.0,ClCCl,430.0,466.0,2.81,0.76,4.260071388,,,61.9,61.9,366.28452,https://doi.org/10.1016/j.tetlet.2007.08.086,,,,,,,,,,,,,,,,
COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4ccccc4c(-c4ccccc4OC)n3[B-]2(F)F)c2ccccc21,3272.0,ClCCl,617.0,652.0,5.8,0.91,5.010002974,,,33.5,39.2,580.44038,DOI: 10.1039/c4cs00030g,,,,,,,,,,,,,,,,
COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4c(c(-c5ccccc5OC)n3[B-]2(F)F)C2CCC4CC2)C2=C1C1CCC2CC1,15299.0,ClCCl,550.0,583.0,4.5,0.77,4.81,,,41.7,39.9,640.57966,https://doi.org/10.1016/j.tet.2011.03.016,,,,,,,,,,,,,,,,
COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4c(c(-c5ccccc5OC)n3[B-]2(F)F)C2C=CC4CC2)C2=C1C1C=CC2CC1,15300.0,ClCCl,556.0,587.0,5.1,0.87,4.79,,,42.1,39.9,636.5479,https://doi.org/10.1016/j.tet.2011.03.016,,,,,,,,,,,,,,,,
COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,4170.0,C1CCCCC1,431.0,478.0,5.37,0.22,3.86569606,,,54.9,55.7,290.32516,https://doi.org/10.1016/j.optmat.2017.11.019,,,,,,,,,,,,,,,,
COc1ccc2cc(/C=C/C3=[O+][B-](F)(F)OC(/C=C/c4ccc5cc(OC)ccc5c4)=C3c3ccccc3)ccc2c1,8563.0,ClCCl,526.0,600.0,1.86,0.51,4.858055718,,,96.0,88.5,560.40238,DOI: 10.1021/jo400389h,,,,,,,,,,,,,,,,
O=c1c2cc(S(=O)(=O)Cl)ccc2[nH]c2ccc(S(=O)(=O)Cl)cc12,8609.0,CS(C)=O,399.0,417.0,10.78,0.7,3.859738566,,,41.3,45.1,392.23858,https://doi.org/10.1016/j.dyepig.2019.03.028,,,,,,,,,,,,,,,,
O=c1c2cc(S(=O)(=O)O)ccc2[nH]c2ccc(S(=O)(=O)O)cc12,8612.0,CS(C)=O,399.0,417.0,10.95,0.66,3.77815125,,,41.3,44.9,355.34646,https://doi.org/10.1016/j.dyepig.2019.03.028,,,,,,,,,,,,,,,,
COc1ccc2c(c1)c1cc(OC)ccc1n2-c1ccc2c(c1)-c1cc(-n3c4ccc(OC)cc4c4cc(OC)ccc43)ccc1P2(=O)c1ccccc1,6333.0,Cc1ccccc1,369.0,476.0,16.7,0.79,4.35,,,76.9,71.9,726.7669,DOI: 10.1021/acsami.9b05950,,,,,,,,,,,,,,,,
c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(N(c5ccccc5)c5ccccc5)cc4cc23)cc1,5259.0,C1CCCCC1,452.079566,486.6180049,16.1,0.76,3.937517892,,,62.8,52.6,488.59256,http://dx.doi.org/10.1016/j.dyepig.2015.09.016,,,,,,,,,,,,,,,,
c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(N(c5ccccc5)c5cccc6ccccc56)cc4cc23)cc1,5266.0,C1CCCCC1,448.0286738,484.7309743,11.3,0.57,3.933487288,,,61.5,53.9,538.65244,http://dx.doi.org/10.1016/j.dyepig.2015.09.016,,,,,,,,,,,,,,,,
c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(-n5c6ccccc6c6ccccc65)cc4cc23)cc1,5273.0,C1CCCCC1,419.1114837,461.6805171,17.6,0.88,3.86923172,,,60.9,53.3,486.57668,http://dx.doi.org/10.1016/j.dyepig.2015.09.016,,,,,,,,,,,,,,,,
COc1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4cc[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,6147.0,Cc1ccccc1,520.0,641.0,0.25,0.001,3.826074803,,,80.9,152.2,540.47226,DOI: 10.1021/acs.joc.6b01569,,,,,,,,,,,,,,,,
COc1ccc(N2c3cc(OC)ccc3N=c3cc4c(cc32)=Nc2cc(C(C)(C)C)cc(C(C)(C)C)c2O4)cc1,1801.0,CCCCCC,562.0,587.0,1.14,0.31,4.716003344,,,90.0,85.3,533.6699,https://doi.org/10.1016/j.dyepig.2017.11.009,,,,,,,,,,,,,,,,
COc1ccc(N(c2ccc(OC)cc2)c2ccc3ccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc5ccc2c3c54)cc1,8115.0,CCCCCC,463.0,534.0,6.2,1.0,4.267171728,,,71.8,65.5,677.69336,DOI: 10.1021/acs.joc.7b00315,,,,,,,,,,,,,,,,
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc2)cc1,5377.0,ClC(Cl)Cl,510.0,705.0,6.55,0.28,4.178458936,,,111.4,143.9,603.7895,https://doi.org/10.1016/j.jphotochem.2012.01.011,,,,,,,,,,,,,,,,
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)s5)c5nsnc45)s3)cc2)cc1,5378.0,ClC(Cl)Cl,545.0,710.0,4.9,0.18,4.274250243,,,129.8,134.9,907.14948,https://doi.org/10.1016/j.jphotochem.2012.01.011,,,,,,,,,,,,,,,,
COc1ccc(N(c2ccc(C)cc2)c2c([O-])/c(=[N+](\c3ccc(C)cc3)c3ccc(OC)cc3)c2=O)cc1,4629.0,CN(C)C=O,418.0,510.0,2.85,0.001,4.67,,,47.9,73.4,504.58432,http://dx.doi.org/10.1016/j.dyepig.2015.06.025,,,,,,,,,,,,,,,,
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,12679.0,C1COCCO1,360.0,418.0,2.245,0.73,5.579783597,,,59.4,66.0,423.49174,https://doi.org/10.1016/j.jphotochem.2017.10.010,,,,,,,,,,,,,,,,
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,17480.0,CCCCCC,444.0,456.0,1.9,0.82,4.868644438,,,39.9,37.5,323.53722,DOI: 10.1021/jo400879g,,,,,,,,,,,,,,,,
