PSMILES,Eat,Eea,Egb,Egc,Ei,Xc,eps,nc
[*]Oc1ccc(C(CC)(c2ccccc2)c2ccc(OC([*])=S)cc2)cc1,,,,4.1012,,,,
[*]Oc1ccc(C(CC)c2ccc(OC([*])=O)cc2)cc1,,,4.7325,5.1581,,,,
[*]Oc1ccc(C(CCCC)(CCCC)c2ccc(OC([*])=O)cc2)cc1,,,,4.9969,,,,
[*]Oc1ccc(C([*])=O)cc1,,,,4.5225,,,,
[*]Oc1ccc(C([*])=O)cc1CCC,,,,,,32.4,,
[*]Oc1ccc(C([*])=O)cc1Cl,,,,4.5769,,,,
[*]Oc1ccc(C(c2ccc(OC(=O)c3ccc(OCCCCCCCCCCOc4ccc(C([*])=O)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,,,,4.4545,,,,
[*]Oc1ccc(C(c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)C(Cl)(Cl)Cl)cc1,,,,3.8681,,,,
[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C(Cl)Cl)cc1,,,,4.8285,,,,
[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C2CCCCC2)cc1,,,,4.5492,,,,
[*]Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,,,,4.7541,,,,
[*]Oc1ccc(C(c2ccccc2)c2ccc(OC([*])=O)cc2)cc1,,,,5.1003,,,,
[*]Oc1ccc(C(c2ccccc2)c2ccc(OC([*])=O)cc2C)c(C)c1,,,,4.7259,,,,
[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC([*])=O)cc3)c3ccccc3Cc3ccccc32)cc1,,,,4.6067,,,,
[*]Oc1ccc(C2(c3ccc(OC(=O)OC4C(C)(C)C(OC([*])=O)C4(C)C)cc3)CC3CCC2C3)cc1,,,,4.7221,,,,
[*]Oc1ccc(C2(c3ccc(OC(=O)OC4C(C)(C)C(OC([*])=O)C4(C)C)cc3)CCC(C(C)(C)C)CC2)cc1,,,,5.0195,,,,
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CC3CC2C2CCCC32)cc1,,,,3.4323,,,,
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CCC(C(C)(C)C)CC2)cc1,,,,3.1462,,,,
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CCc3ccccc32)cc1,,,,3.2587,,,,
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,,,,3.1166,,,,
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,,,,3.4566,,,,
[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)c(C)c3)c3ccccc3-c3ccccc32)cc1C,,,3.0176,3.4929,,,,
[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)CCC3CCCCC3C2)cc1,,,,3.6386,,,,
[*]Oc1ccc(C2(c3ccc(OC([*])=O)c(Cl)c3)CCCCC2)cc1Cl,,,,4.9504,,,,
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC(C)CC(C)(C)C2)cc1,,,,4.7559,,,,
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCCCC2)cc1,,,,4.9619,,,,
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,,,,4.4035,,,,
[*]Oc1ccc(C2(c3ccc(Oc4nc([*])nc(OC)n4)cc3)CCCCC2)cc1,,,,4.6483,,,,
[*]Oc1ccc(C=CC([*])=O)cc1,,,,3.6422,,,,
[*]Oc1ccc(C=Nc2ccc(N=Cc3ccc(Oc4ccc(C(c5ccccc5)(c5ccccc5)c5ccc([*])cc5)cc4)cc3)cc2)cc1,,,,2.9337,,,,
[*]Oc1ccc(C=Nc2ccc(N=Cc3ccc([*])cc3)cc2)cc1,,,,2.8416,,,,
[*]Oc1ccc(CC(C#N)(C#N)Cc2ccc([*])cc2)cc1,,,,4.9531,,,,
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CC(C)CCC([*])=O)cc2)C(=O)OC(C)CC)cc1,,,,5.053,,,,
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC([*])=O)cc2)C(=O)OC(C)CC)cc1,,,,5.1256,,,,
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC([*])=O)cc2)C(=O)OCCCCCC)cc1,,,,5.1422,,,,
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCC([*])=O)cc2)C(=O)OCCOCCOCC)cc1,,,,5.2606,,,,
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC(C)C)cc1,,,,5.0034,,,,
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,,,,5.1162,,,,
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OCC(C)C)cc1,,,,5.1444,,,,
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OCC)cc1,,,,5.0929,,,,
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OCCCCCCCCCCCC)cc1,,,,5.1624,,,,
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCCOCC([*])=O)cc2)C(=O)OC)cc1,,,,5.2022,,,,
[*]Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC([*])=O)cc2)C(=O)OCCCCCC)cc1,,,,4.8662,,,,
[*]Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC([*])=O)cc2)C(=O)OCCCCCCCC)cc1,,,,5.2951,,,,
[*]Oc1ccc(CC([*])=O)cc1,-6.21,1.5033,4.6878,4.8618,6.3961,,3.52,1.7375
[*]Oc1ccc(CCNC(=O)c2cccc(C(=O)NCCc3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)c2)cc1,,,,,,44.38,,
[*]Oc1ccc(CCNC(=O)c2cccc(C([*])=O)c2)cc1,,,,4.1401,,21.5,,
[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,,,,4.7564,,,,
[*]Oc1ccc(Cc2ccc(OC(=O)OCC3CCC(COC([*])=O)CC3)cc2)cc1,,,,5.1271,,,,
[*]Oc1ccc(Cc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,,,,3.7336,,,,
[*]Oc1ccc(Cc2ccc(OC([*])=O)cc2)cc1,,,,4.8502,,,,
[*]Oc1ccc(Cc2ccc([*])cc2)cc1,-6.18,1.1795,4.3787,4.9481,6.1428,,3.5,1.8035
[*]Oc1ccc(N=CCCCC=Nc2ccc(OC(=O)Nc3cc(NC([*])=O)ccc3C)cc2)cc1,,,,4.0981,,,,
[*]Oc1ccc(N=CNc2ccc([*])cc2)cc1,,,,3.7365,,,,
[*]Oc1ccc(N=Cc2ccc(N(c3ccccc3)c3ccc(C=Nc4ccc([*])cc4)cc3)cc2)cc1,,,,2.7442,,,,
[*]Oc1ccc(N=Cc2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C=Nc6ccc(Oc7ccc(-c8ccc([*])cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,,,,,,9.78,,
[*]Oc1ccc(N=Cc2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C=Nc6ccc(Oc7ccc(-c8ccc([*])cc8)cc7)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,,,,,,8.63,,
[*]Oc1ccc(N=Nc2ccc(C([*])=O)cc2)cc1C,,,,2.9443,,,,
[*]Oc1ccc(N=Nc2ccc([*])cc2)cc1,,,,3.1576,,,,
[*]Oc1ccc(NC(=C(C#N)C#N)c2ccc(-c3ccc(-c4ccc(C(Nc5ccc([*])cc5)=C(C#N)C#N)cc4)cc3)cc2)cc1,,,,3.7835,,,,
[*]Oc1ccc(NC(=C(C#N)C#N)c2ccc(C(Nc3ccc([*])cc3)=C(C#N)C#N)cc2)cc1,,,,2.4883,,,,
[*]Oc1ccc(NC(=C(C#N)C#N)c2ccc3cc(C(Nc4ccc([*])cc4)=C(C#N)C#N)ccc3c2)cc1,,,,2.9429,,,,
[*]Oc1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc([*])cc2)cc1,,,,4.4722,,,,
[*]Oc1ccc(NC(=O)NC2CC(C)(C)CC(C)(CNC(=O)Nc3ccc([*])cc3)C2)cc1,,,,4.2227,,,,
[*]Oc1ccc(NC(=O)NCCCCCCNC([*])=O)cc1C,,,,4.8377,,,,
[*]Oc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC([*])=O)cc3)cc2)cc1C,,,,4.2557,,,,
[*]Oc1ccc(NC(=O)OCCOC(=O)Nc2ccc([*])cc2)cc1,,,,4.8662,,,,
[*]Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc(C(C)(C)C)c2)cc1,,,,3.5452,,,,
[*]Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc([*])cc3)cc(S(=O)(=O)c3ccccc3)c2)cc1,,,,3.3682,,,,
[*]Oc1ccc(NC(=O)c2cc(NC(=O)C34CC5CC(CC(C5)C3)C4)cc(C(=O)Nc3ccc([*])cc3)c2)cc1,,,,3.5033,,,,
[*]Oc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(=O)Nc3ccc([*])cc3)c2)cc1,,,,3.6254,,,,
[*]Oc1ccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C(=O)Nc3ccc([*])cc3)c2)cc1,,,,3.2858,,,,
[*]Oc1ccc(NC(=O)c2ccc(-c3ccc(C(=O)Nc4ccc(Oc5ccc(C6(c7ccc([*])cc7)CC7CCC6C7)cc5)cc4)cc3)cc2)cc1,,,,3.0949,,,,
[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc2)cc1,,,,3.1247,,,,
[*]Oc1ccc(NC(=O)c2ccc(Oc3ccc(C(=O)Nc4ccc([*])cc4)c(C(=O)O)c3)cc2C(=O)O)cc1,,,,3.3446,,,,
[*]Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)C6CC7CC(C6)CC5C7)cc4)cc3)c2)cc1,,,,3.8847,,,,
[*]Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc([*])cc3)c2)cc1,,,,3.4563,,,,
[*]Oc1ccc(Nc2ccc(C(=O)c3ccc(C(=O)c4ccc(Nc5ccc([*])cc5)cc4)cc3)cc2)cc1,,,,2.99,,,,
[*]Oc1ccc(Nc2ccc(N=Nc3ccc(Nc4ccc([*])cc4)cc3)cc2)cc1,,,,2.8393,,,,
[*]Oc1ccc(OC(=O)C=Cc2ccc(C=CC([*])=O)cc2)cc1,,,,3.0386,,,,
[*]Oc1ccc(OC(=O)CCC([*])=O)cc1,,,,5.0485,,,,
[*]Oc1ccc(OC(=O)CCCCC([*])=O)cc1,,,,,,62.08,,
[*]Oc1ccc(OC(=O)Oc2ccc(C([*])=O)cc2)cc1,,,,4.5384,,,,
[*]Oc1ccc(OC(=O)Oc2ccc(OC([*])=O)cc2)cc1C,,,,5.0353,,,,
[*]Oc1ccc(OC(=O)Oc2ccc(OC([*])=O)cc2)cc1Cl,,,,5.1691,,,,
[*]Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C([*])=O)c2)cc1,,,,,,3.92,,
[*]Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c(C([*])=O)cc2OCCCCCCCCCCCC)cc1,,,,3.2519,,,,
[*]Oc1ccc(OC(=O)c2cc(OCCCCCCOCCCCC)c(C([*])=O)cc2OCCCCCCOCCCCC)cc1,,,,3.6545,,,,
[*]Oc1ccc(OC(=O)c2ccc(-c3ccc(C([*])=O)cc3)cc2)cc1,,,,,,0.64,,
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1,,,,3.7683,,,,
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1C(F)(F)F,,,,3.9148,,,,
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1C1CC2CCC1C2,,,,3.8597,,,,
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1C1CCCCCC1,,,,3.5076,,,,
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1C1CCCCCCC1,,,3.1917,3.5292,,,,
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1CCC(C)CC,,,,3.5259,,,,
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1CCCCCCC,,,,3.6219,,,,
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1Cl,,,,3.9402,,,,
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(F)cc2)cc1,,,,3.4967,,,,
[*]Oc1ccc(OC(=O)c2ccc(OC(=O)CCCCCCC([*])=O)cc2)cc1,,,,4.1613,,,,
[*]Oc1ccc(OC(=O)c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,,,,4.2519,,,,
[*]Oc1ccc(OC(=O)c2ccc(OCCCCCCCCCCOc3ccc(C([*])=O)cc3)cc2)cc1S(=O)(=O)c1ccccc1,,,,4.4922,,,,
[*]Oc1ccc(OC(=O)c2cccc(C([*])=O)c2)cc1,,,,4.1004,,77.61,,
[*]Oc1ccc(OC(=O)c2cccc(Oc3ccc(-c4ccc(Oc5cccc(C([*])=O)c5)cc4)cc3)c2)cc1,,,,,,56.34,,
[*]Oc1ccc(OC([*])=O)cc1,-6.41,1.4499,4.3251,5.1376,6.5915,,3.95,1.7876
[*]Oc1ccc(OC2(F)C([*])(F)C(F)(F)C2(F)F)cc1,,,,5.2532,,,,
[*]Oc1ccc(Oc2ccc(C(=O)C(=O)c3ccc([*])cc3)cc2)cc1,,,,3.4827,,,,
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1,,,,3.9034,,31.10578095,,
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C,,,,3.5517,,30.95,,
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C(=O)O,,,,3.6534,,,,
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C(=O)OC,,,,3.7296,,,,
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C(Br)Br,,,,3.947,,,,
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C=O,,,,3.6677,,,,
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1CBr,,,,3.6235,,,,
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1CC#N,,,,4.0183,,,,
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1CC(=O)O,,,,4.0481,,,,
[*]Oc1ccc(Oc2ccc(C(=O)c3cccc(-c4cccc(C(=O)c5ccc([*])cc5)c4)c3)cc2)cc1,,,,3.724,,,,
[*]Oc1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc([*])cc4)c3)cc2)cc1,,,,,,72.53,,
[*]Oc1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc([*])cc3)cc2)cc1,,,,3.3644,,,,
[*]Oc1ccc(Oc2ccc(C=NCCCCCCN=Cc3ccc([*])cc3)cc2)cc1,,,,4.2565,,,,
[*]Oc1ccc(Oc2ccc(C=NCCCCN=Cc3ccc([*])cc3)cc2)cc1,,,,4.1246,,,,
[*]Oc1ccc(Oc2ccc(C=NCCN=Cc3ccc([*])cc3)cc2)cc1,,,,4.266,,,,
[*]Oc1ccc(Oc2ccc(NC(=C(C#N)C#N)c3ccc(-c4ccc(-c5ccc(C(Nc6ccc([*])cc6)=C(C#N)C#N)cc5)cc4)cc3)cc2)cc1,,,,3.2228,,,,
[*]Oc1ccc(Oc2ccc(NC(=C(C#N)C#N)c3cccc(C(Nc4ccc([*])cc4)=C(C#N)C#N)c3)cc2)cc1,,,,2.6924,,,,
[*]Oc1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc(C(=O)Nc5ccc([*])cc5)c(C(=O)O)c4)cc3C(=O)O)cc2)cc1,,,,3.1241,,,,
[*]Oc1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc(Oc5ccc(C(=O)Nc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,,,,,,60.74,,
[*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(C([*])=O)cc5)cc4)cc3)cc2)cc1,,,,2.7268,,,,
[*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cc2)cc1,,,,,,55.4,,
[*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(Oc5ccc(C([*])=O)cc5)cc4)cc3)cc2)cc1,,,,,,48.89,,
[*]Oc1ccc(Oc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,,,,3.4373,,29.77,,
[*]Oc1ccc(Oc2ccc(OC([*])=O)cc2)cc1,,,,4.7541,,,,
[*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(C([*])=O)cc5)cc4)cc3)cc2)cc1,,,,,,79.04,,
[*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(Oc6ccc(C([*])=O)cc6)cc5)cc4)cc3)cc2)cc1,,,,,,76.73,,
[*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(C([*])=O)cc6)cc5)cc4)cc3)cc2)cc1,,,,,,41.49,,
[*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(Oc7ccc(C([*])=O)cc7)cc6)cc5)cc4)cc3)cc2)cc1,,,,,,30.44,,
[*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5cccc(C([*])=O)c5)cc4)cc3)cc2)cc1,,,,,,64.24,,
[*]Oc1ccc(Oc2ccc(Oc3cccc([*])n3)cc2)cc1,,,,4.1433,,,,
[*]Oc1ccc(Oc2ccc(P(C)(=O)c3ccc([*])cc3)cc2)cc1,,,,4.6613,,,,
[*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5cccc([*])c5)cc4)cc3)c2)cc1,,,,,,57.07,,
[*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(OC(=O)c4cccc([*])c4)cc3)c2)cc1,,,,,,44.88,,
[*]Oc1ccc(Oc2cccc([*])n2)c(-c2ccccc2)c1,,,,4.2637,,,,
[*]Oc1ccc(Oc2cccc([*])n2)c(C)c1,,,,4.4881,,,,
[*]Oc1ccc(Oc2cccc([*])n2)cc1,,,,4.3182,,,,
[*]Oc1ccc(P(=O)(c2ccccc2)c2ccc([*])cc2)cc1,,,,4.8858,,,,
[*]Oc1ccc(P(C)(=O)c2ccc([*])cc2)cc1,,,,4.6884,,,,
[*]Oc1ccc(S(=O)(=O)NCCNS(=O)(=O)c2ccc([*])cc2)cc1,,,,4.6084,,,,
[*]Oc1ccc(S(=O)(=O)c2ccc(-c3ccc(-c4ccc(S(=O)(=O)c5ccc([*])cc5)cc4)cc3)cc2)cc1,,,,3.6921,,,,
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc([*])cc5)CCCCC4)cc3)cc2)cc1,,,,3.9696,,,,
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc([*])cc5)c5ccccc5-c5ccccc54)cc3)cc2)cc1,,,,4.0393,,,,
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C=Nc4ccc(Oc5ccc(-c6ccc(Oc7ccc(N=Cc8ccc([*])cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,,,,,,6.06,,
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4cc(NC(=O)c5ccncc5)cc(C(=O)Nc5ccc([*])cc5)c4)cc3)cc2)cc1,,,,3.3418,,,,
[*]Oc1ccc(S(=O)(=O)c2ccc([*])cc2)cc1,,,,4.3172,,,,
[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,,,,3.4715,,,,
[*]Oc1ccc(S(=O)(=O)c2cccc3c(S(=O)(=O)c4ccc(Oc5ccc(-c6ccc([*])cc6)cc5)cc4)cccc23)cc1,,,,3.4062,,,,
[*]Oc1ccc(S(=O)c2ccc(OC([*])=O)cc2)cc1,,,,4.6592,,,,
[*]Oc1ccc(SC(=O)Sc2ccc([*])cc2)cc1,,,,4.2573,,,,
[*]Oc1ccc(SSCCCCCCCCCCSSc2ccc([*])cc2)cc1,,,4.2235,4.369,,,,
[*]Oc1ccc(SSCCCCSSc2ccc([*])cc2)cc1,,,,4.3465,,,,
[*]Oc1ccc(SSCCSSc2ccc([*])cc2)cc1,,,,4.0205,,,,
[*]Oc1ccc(SSc2ccc([*])cc2)cc1,,,,3.8889,,,,
[*]Oc1ccc(Sc2ccc(OC([*])=O)cc2)cc1,,,,4.473,,,,
[*]Oc1ccc(Sc2ccc([*])cc2)cc1,,,,4.5667,,,,
[*]Oc1ccc([*])cc1,,,,4.035,,,,
[*]Oc1ccc2c(c1)C(=O)N(Oc1ccc(C(N3C(=O)CC([*])C3=O)(C(F)(F)F)C(F)(F)F)cc1)C2=O,,,,3.5205,,,,
[*]Oc1ccc2cc(C([*])=O)ccc2c1-c1ccccc1,,,,3.7414,,,,
[*]Oc1ccc2cc(C([*])=O)ccc2c1Br,,,,3.7175,,,,
[*]Oc1ccc2cc(OC(=O)c3ccc(-c4ccc(C([*])=O)cc4)cc3)ccc2c1,,,,,,34.61,,
[*]Oc1ccc2cc(Oc3ccc(C(=O)c4ccc([*])cc4)cc3)ccc2c1,,,,3.634,,,,
[*]Oc1ccc2ccc(OC(=O)Oc3ccc(OC([*])=O)cc3)cc2c1,,,,4.3295,,,,
[*]Oc1ccc2ccccc2c1N=Nc1ccc(C([*])=O)cc1,,,,2.8394,,,,
[*]Oc1ccc2nc3oc4cc5oc6c7c(cn6ccc5on4cnc3c12)nc1c([*])ccccc17,,,,1.4158,,,,
[*]Oc1cccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4cccc(Oc5nc([*])nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,,,,3.9202,,,,
[*]Oc1cccc(C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c2cccc([*])c2)c1,,,,4.5011,,,,
[*]Oc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc([*])cc4)cc3)cc2)c1,,,,,,92.57,,
[*]Oc1cccc(C(=O)c2ccc([*])cc2)c1,,,,,,47.28,,
[*]Oc1cccc(NC(=O)c2ccc([*])cc2)c1,,,,4.3679,,,,
[*]Oc1cccc(NC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C([*])=O)cc3)cc2)c1,,,,3.9647,,,,
[*]Oc1cccc(OC(=O)Oc2ccc(OC([*])=O)cc2)c1,,,,5.4757,,,,
[*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([*])=O)cc5)cc4)cc3)cc2)c1,,,,,,25.45,,
[*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([*])=O)cc5)cc4Cl)c(Cl)c3)cc2)c1,,,,,,17.81,,
[*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([*])=O)cc5)cc4F)c(F)c3)cc2)c1,,,,,,26.81,,
[*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([*])=O)cc5)cc4)cc3)cc2)c1,,,,,,4.37,,
[*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([*])=O)cc5)cc4Cl)c(Cl)c3)cc2)c1,,,,,,12.53,,
[*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([*])=O)cc5)cc4F)c(F)c3)cc2)c1,,,,,,17.55,,
[*]Oc1cccc(OC(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)c1,,,,4.2359,,26.83,,
[*]Oc1cccc(OC(=O)c2cccc(C([*])=O)c2)c1,,,,4.1279,,,,
[*]Oc1cccc(OC2(F)C([*])(F)C(F)(F)C2(F)F)c1,,,,5.2546,,,,
[*]Oc1cccc(Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc([*])cc4)cc3)cc2)c1,,,,,,43.84,,
[*]Oc1cccc(Oc2ccc(C(=O)Oc3cccc(OC(=O)c4ccc([*])cc4)c3)cc2)c1,,,,,,12.53,,
[*]Oc1cccc(Oc2ccc(NC(=O)c3ccc(Oc4cccc(Oc5ccc(C(=O)Nc6ccc([*])cc6)cc5)c4)cc3)cc2)c1,,,,,,40.05,,
[*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(-c5ccc(C([*])=O)cc5)cc4)c3)cc2)c1,,,,,,58.26,,
[*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(C([*])=O)cc4)c3)cc2)c1,,,,,,18.79,,
[*]Oc1cccc(Oc2ccc(S(=O)(=O)c3ccc([*])cc3)cc2)c1,,,,4.2737,,,,
[*]Oc1cccc(Oc2ccc3c(=O)n4c5cc(Oc6ccc7c(c6)nc6c8ccc([*])c9cccc(c(=O)n76)c98)ccc5nc4c4cccc2c34)c1,,,,2.6185,,,,
[*]Oc1cccc(Oc2cccc([*])n2)c1,,,,4.536,,,,
[*]Oc1cccc([*])c1,,,,4.9932,,,,
[*]Oc1cccc([*])c1C#N,,,,4.3829,,,,
[*]Oc1cccc2c(OC(=O)Oc3ccc(OC([*])=O)cc3)cccc12,,,,4.0608,,,,
[*]Oc1cccc2c(OC(=O)Oc3ccc(OC([*])=O)cc3C)cccc12,,,,4.1043,,,,
[*]Oc1cccc2c(OC(=O)Oc3ccc(OC([*])=O)cc3Cl)cccc12,,,,4.0203,,,,
[*]Oc1cccc2c(OC(=O)Oc3cccc(OC([*])=O)c3)cccc12,,,,4.104,,,,
[*]Oc1cccc2c(OC3(F)C([*])(F)C(F)(F)C3(F)F)cccc12,,,,3.9081,,,,
