index,PSMILES,Eat,Eea,Egb,Egc,Ei,Xc,eps,nc
3160.0,[*]c1cc(CC(=O)OCCN(CC)c2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)c([*])s1,,,,2.2179,,,,
3161.0,[*]c1cc(CC)c([*])s1,,,,2.3523,,,,
3162.0,[*]c1cc(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c([*])s1,,,,2.4769,,,,
3163.0,[*]c1cc(CCCC)c([*])s1,,,,2.5394,,12.76,,
3164.0,[*]c1cc(CCCCBr)c([*])s1,,,,2.5458,,,,
3165.0,[*]c1cc(CCCCC)c([*])s1,,,,2.495,,,,
3166.0,[*]c1cc(CCCCCC)c([*])[nH]1,,,,2.8742,,,,
3167.0,[*]c1cc(CCCCCC)c([*])s1,,,,2.5608,,10.8,,
3168.0,[*]c1cc(CCCCCCBr)c([*])s1,,,,2.553,,,,
3169.0,[*]c1cc(CCCCCCCC)c([*])[nH]1,,,,2.9335,,,,
3170.0,[*]c1cc(CCCCCCCC)c([*])s1,,,,2.5682,,9.05,,
3171.0,[*]c1cc(CCCCCCCCC)c([*])s1,,,,2.5759,,,,
3172.0,[*]c1cc(CCCCCCCCCC(O)CO)c([*])s1,,,,2.497,,,,
3173.0,[*]c1cc(CCCCCCCCCC)c([*])[nH]1,,,,2.8756,,,,
3174.0,[*]c1cc(CCCCCCCCCC)c([*])s1,,,,2.6027,,,,
3175.0,[*]c1cc(CCCCCCCCCC2COC(=O)O2)c([*])s1,,,,2.5293,,,,
3176.0,[*]c1cc(CCCCCCCCCC2COC(C)(C)O2)c([*])s1,,,,2.9938,,,,
3177.0,[*]c1cc(CCCCCCCCCC2COC(c3ccccc3)O2)c([*])s1,,,,3.048,,,,
3178.0,[*]c1cc(CCCCCCCCCCBr)c([*])s1,,,,2.4923,,,,
3179.0,[*]c1cc(CCCCCCCCCCCC)c(-c2sc([*])c3c2OCCO3)s1,,,,2.3785,,,,
3180.0,[*]c1cc(CCCCCCCCCCCC)c([*])s1,,,,2.7478,,7.63,,
3181.0,[*]c1cc(CCCCCCCCCCCCCCC)c([*])s1,,,,2.922,,,,
3182.0,[*]c1cc(CCCCCCCCCCCCCCCC)c([*])[nH]1,,,,3.0442,,,,
3183.0,[*]c1cc(CCCCCCCCCCCCCCCCCCCCCC)c([*])s1,,,,2.9666,,,,
3184.0,[*]c1cc(CCCCCCOC(=O)COc2ccccc2)c([*])s1,,,,2.6531,,,,
3185.0,[*]c1cc(CCCCCCO[Si](C)(C)C)c([*])s1,,,,2.5263,,,,
3186.0,[*]c1cc(CCCS(=O)(=O)O)c([*])s1,,,,3.3298,,,,
3187.0,[*]c1cc(CCCc2ccccc2)c([*])s1,,,,2.4481,,,,
3188.0,[*]c1cc(CCN(CC)c2ccc(N=Nc3ccc(C=C(C#N)C#N)cc3)cc2)c([*])s1,,,,1.3795,,,,
3189.0,[*]c1cc(CCOC(=O)C(C)Br)c([*])s1,,,,2.3659,,,,
3190.0,[*]c1cc(CCOCCOC)c([*])[nH]1,,,,2.8631,,,,
3191.0,[*]c1cc(CCOc2ccc(N=Nc3ccc(C#N)cc3)cc2)c([*])s1,,,,2.0292,,,,
3192.0,[*]c1cc(CCS(=O)(=O)O)c([*])s1,,,,2.5623,,,,
3193.0,[*]c1cc(COCCCCCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,,,,2.5163,,,,
3194.0,[*]c1cc(COCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)c([*])s1,,,,2.9654,,,,
3195.0,[*]c1cc(COCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,,,,2.6611,,,,
3196.0,[*]c1cc(COCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)c([*])s1,,,,2.4332,,,,
3197.0,[*]c1cc(COCCOCCOC)c(-c2cc(CCCCCCCCCCCC)c([*])s2)s1,,,,1.7176,,,,
3198.0,[*]c1cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c(O)cc1O,,,,3.1117,,,,
3199.0,[*]c1cc(N2C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc(C(F)(F)F)c1,,,,3.3576,,,,
3200.0,[*]c1cc(N=Nc2ccc(C#N)cc2)cc([*])c1O,,,,2.4223,,,,
3201.0,[*]c1cc(N=Nc2ccc(C(=O)O)cc2)cc([*])c1O,,,,2.9911,,,,
3202.0,[*]c1cc(N=Nc2ccc(OC)cc2)cc([*])c1O,,,,3.0241,,,,
3203.0,[*]c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)cc([*])c1O,,,,3.0327,,,,
3204.0,[*]c1cc(OC)c([*])cc1OC,,,,4.5409,,,,
3205.0,[*]c1cc(OCC(=O)C23CC4CC(CC(C4)C2)C3)c([*])cc1OC,,,,4.0135,,,,
3206.0,[*]c1cc(OCCCC)c([*])s1,,,,3.0691,,,,
3207.0,[*]c1cc(OCCCCCCC)c([*])s1,,,,1.6057,,,,
3208.0,[*]c1cc(OCCCCCCCCCC)cc(-c2nc3cc4sc([*])nc4cc3s2)c1,,,,3.4894,,,,
3209.0,[*]c1cc(OCCOC)c([*])s1,,,,1.6015,,,,
3210.0,[*]c1cc(OCCOCCCC)c([*])s1,,,,2.819,,,,
3211.0,[*]c1cc(OCCOCCOC)c(-c2sc([*])c3c2OCCO3)s1,,,,2.2046,,,,
3212.0,[*]c1cc(OCCOCCOC)c([*])s1,,,,1.6389,,,,
3213.0,[*]c1cc(SC)c([*])s1,,,,1.5945,,,,
3214.0,[*]c1cc(SCCCCCC)c([*])s1,,,,1.6201,,,,
3215.0,[*]c1cc(SCCCCCCCCCCCC)c([*])s1,,,,1.5021,,,,
3216.0,[*]c1cc([*])c(O)c(C=Nc2ccc(C(=O)O)cc2)c1,,,,2.8212,,,,
3217.0,[*]c1cc([*])c(O)c(C=Nc2ccc(Cl)cc2)c1,,,,2.9264,,,,
3218.0,[*]c1cc([*])c(O)c(C=Nc2ccc(N3CCOCC3)cc2)c1,,,,3.01,,,,
3219.0,[*]c1cc([*])c(O)c(C=Nc2ccc(S(=O)(=O)O)cc2)c1,,,,3.1232,,,,
3220.0,[*]c1cc([*])c(O)c(C=O)c1,,,,3.2778,,,,
3221.0,[*]c1cc([*])cc(-c2nc3ccccc3o2)c1,,,,3.713,,,,
3222.0,[*]c1cc([*])cc(C23CC4CC(CC(C4)C2)C3)c1,,,,4.4178,,,,
3223.0,[*]c1cc2c(s1)-c1sc(-c3cc4c(s3)-c3sc([*])cc3C4(CC(CC)CCCC)CC(CC)CCCC)cc1C2=O,,,,1.5473,,,,
3224.0,[*]c1cc2c(s1)-c1sc(-c3sc(-c4sc([*])c5c4OCCO5)c4c3OCCO4)cc1C2=C(C#N)C#N,,,,0.9952,,,,
3225.0,[*]c1cc2c(s1)-c1sc(-c3sc(-c4sc([*])c5c4OCCO5)c4c3OCCO4)cc1C2=O,,,,1.2584,,,,
3226.0,[*]c1cc2c(s1)-c1sc([*])cc1C2(CCCCCC)CCCCCC[N+](C)(C)C,,,,0.0751,,,,
3227.0,[*]c1cc2c(s1)-c1sc([*])cc1C2(CCCCCCCC)CCCCCCCC,,,,3.2588,,,,
3228.0,[*]c1cc2c(s1)-c1sc([*])cc1C2=C(C#N)C#N,,,,0.6839,,,,
3229.0,[*]c1cc2c(s1)-c1sc([*])cc1C2=C1c2ccsc2-c2sccc21,,,,1.3371,,,,
3230.0,[*]c1cc2c(s1)-c1sc([*])cc1C2=O,,,,1.4351,,,,
3231.0,[*]c1cc2c(s1)-c1sc([*])cc1C2CCCCCCN,,,1.3223,2.6725,,,,
3232.0,[*]c1cc2cc([*])sc2s1,,,,3.3358,,,,
3233.0,[*]c1cc2sc([*])c(C)c2s1,,,,3.8179,,,,
3234.0,[*]c1cc2sc([*])cc2s1,,,,1.8963,,,,
3235.0,[*]c1cc2sc3cc([*])sc3c2s1,,,,1.8464,,,,
3236.0,[*]c1ccc(-c2cc(-c3ccc(CCCCCCCC)cc3)c([*])s2)s1,,,,1.5651,,,,
3237.0,[*]c1ccc(-c2cc(-c3ccccc3)c3cc(-c4ccc5nc([*])cc(-c6ccccc6)c5c4)ccc3n2)cc1,,,,3.2935,,,,
3238.0,[*]c1ccc(-c2cc(C(=O)OCCCCCCCCCCCC)c([*])s2)s1,,,,2.5061,,,,
3239.0,[*]c1ccc(-c2cc(CCCCCCBr)c([*])s2)s1,,,,1.9133,,,,
3240.0,[*]c1ccc(-c2cc(CCCCCCCCCCC)c([*])s2)s1,,,,1.5503,,,,
3241.0,[*]c1ccc(-c2cc(CCCCCCCCCCCC)c([*])s2)s1,,,,1.5458,,,,
3242.0,[*]c1ccc(-c2cc(CCCCCCCCCF)c([*])s2)s1,,,,1.9235,,,,
3243.0,[*]c1ccc(-c2cc(CCCCCCOC(=O)COc3ccccc3)c([*])s2)s1,,,,1.9751,,,,
3244.0,[*]c1ccc(-c2cc(OCCCCCCCCCC)c([*])cc2OCCCCCCCCCC)cc1,,,,3.5012,,,,
3245.0,[*]c1ccc(-c2ccc(-c3cc(-c4ccc(Oc5ccc(-c6cc([*])nc7ccccc67)cc5)cc4)c4ccccc4n3)cc2)cc1,,,,3.4086,,,,
3246.0,[*]c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc(-c5ccc6nc([*])cc(-c7ccccc7)c6c5)ccc4n3)cc2)cc1,,,,3.1298,,,,
3247.0,[*]c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc5c(-c6ccccc6)cc([*])nc5cc4n3)cc2)cc1,,,,2.8216,,,,
3248.0,[*]c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc5nc([*])cc(-c6ccccc6)c5cc4n3)cc2)cc1,,,,2.7932,,,,
3249.0,[*]c1ccc(-c2ccc(-c3cc(CCCCCCCC)c([*])s3)s2)s1,,,,2.4777,,,,
3250.0,[*]c1ccc(-c2ccc(-c3cc(OCCCCCCCCCCCC)c([*])s3)s2)s1,,,,1.9946,,,,
3251.0,[*]c1ccc(-c2ccc(-c3cc(SCCCC)c([*])s3)cc2)cc1,,,,2.8499,,,,
3252.0,[*]c1ccc(-c2ccc(-c3cc(SCCCCCCCCCC)c([*])s3)cc2)cc1,,,,3.0684,,,,
3253.0,[*]c1ccc(-c2ccc(-c3cc([*])c4cccccc3-4)s2)s1,,,,2.0762,,,,
3254.0,[*]c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(-c6ccc7nc([*])cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1,,,,3.1981,,,,
3255.0,[*]c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(Oc6ccc7nc([*])cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1,,,,3.1875,,,,
3256.0,[*]c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc([*])n5CCCCCCCCCCCC)s4)s3)s2)s1,,,,2.1419,,,,
3257.0,[*]c1ccc(-c2ccc(-c3ccc(-c4ccc([*])n4CCCCCCCCCCCC)s3)s2)s1,,,2.1442,2.1465,,,,
3258.0,[*]c1ccc(-c2ccc(-c3ccc(-c4cnc5ccc(-c6ccc7ncc([*])nc7c6)cc5n4)cc3)cc2)cc1,,,,3.1009,,,,
3259.0,[*]c1ccc(-c2ccc(-c3ccc(-c4nc5cc6sc([*])nc6cc5s4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,,,,3.1992,,,,
3260.0,[*]c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2)cc1,,,,2.1515,,,,
3261.0,[*]c1ccc(-c2ccc(-c3ccc([*])n3-c3c(F)c(F)c(F)c(F)c3F)s2)s1,,,,2.5698,,,,
3262.0,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)n2C)cn1,,,,2.931,,,,
3263.0,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)o2)o1,,,,2.825,,,,
3264.0,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)o2)s1,,,,1.929,,,,
3265.0,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)s2)s1,,,,2.5449,,,,
3266.0,[*]c1ccc(-c2ccc(-c3ccc([*])s3)o2)o1,,,,1.6749,,,,
3267.0,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)[nH]1,,,,2.182,,,,
3268.0,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)cc1,,,,1.937,,,,
3269.0,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)cn1,,,,2.3342,,,,
3270.0,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)o1,,,,1.6557,,,,
3271.0,[*]c1ccc(-c2ccc(-c3ccc4nc(Oc5cc(-c6ccccc6)c6cc([*])ccc6n5)cc(-c5ccccc5)c4c3)cc2)cc1,,,,3.3775,,,,
3272.0,[*]c1ccc(-c2ccc(-c3cnc4cc(-c5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,,,,2.7698,,,,
3273.0,[*]c1ccc(-c2ccc(-c3cnc4cc(Oc5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,,,,3.0165,,,,
3274.0,[*]c1ccc(-c2ccc(-c3nc(-c4ccc(-c5csc([*])n5)cc4)cs3)cc2)cc1,,,,2.9481,,,,
3275.0,[*]c1ccc(-c2ccc(-c3nc(CCCCCCCCCCCC)c(-c4sc([*])nc4CCCCCCCCCCCC)s3)s2)s1,,,,2.2184,,,,
3276.0,[*]c1ccc(-c2ccc(-c3nc4cc(Oc5ccc6nc(-c7ccccc7)c([*])nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,,,,3.1965,,,,
3277.0,[*]c1ccc(-c2ccc(-c3nc4ccc(-c5ccc6nc([*])c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,,,,2.8449,,,,
3278.0,[*]c1ccc(-c2ccc(-c3nc4ccc(Oc5ccc6nc([*])c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,,,,3.3136,,,,
3279.0,[*]c1ccc(-c2ccc(-c3nnc([*])n3-c3ccc(OC)cc3)cc2)cc1,,,,3.8442,,,,
3280.0,[*]c1ccc(-c2ccc(-c3sc(-c4cc(C(=O)CCCCCCCCCCCC)c([*])s4)cc3C(=O)OCCCCCCCCCCCC)s2)s1,,,,2.2457,,,,
3281.0,[*]c1ccc(-c2ccc(-c3sc([*])c4c3OCCO4)s2)s1,,,,1.3916,,,,
3282.0,[*]c1ccc(-c2ccc(-n3c(=O)c4c(F)c5c(=O)n([*])c(=O)c5c(F)c4c3=O)cc2C)c(C)c1,,,,2.5202,,,,
3283.0,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,,,,2.1894,,,,
3284.0,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2F)c(F)c1,,,,2.7749,,,,
3285.0,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,,,,2.7837,,,,
3286.0,[*]c1ccc(-c2ccc(N(c3ccccc3)c3ccc4ccc(N([*])c5ccccc5)cc4c3)cc2)cc1,,,,3.0933,,,,
3287.0,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c(C)c2)cc1C,,,,2.83,,,,
3288.0,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,,,,3.3541,,,,
3289.0,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N([*])C6=O)cc4C3=O)c(C)c2)cc1C,,,,2.9133,,,,
3290.0,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,,,,3.0187,,,,
3291.0,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,,,,3.2926,,,,
3292.0,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,,,,3.252,,,,
3293.0,[*]c1ccc(-c2ccc([*])c(C)c2)cc1C,,,,3.8863,,,,
3294.0,[*]c1ccc(-c2ccc([*])c(CCCCCC)n2)nc1CCCCCC,,,,3.9211,,,,
3295.0,[*]c1ccc(-c2ccc([*])c(Cl)c2)cc1Cl,,,,3.6381,,,,
3296.0,[*]c1ccc(-c2ccc([*])n2C#Cc2ccc(CCCCCC)cc2)s1,,,,2.5339,,,,
3297.0,[*]c1ccc(-c2ccc([*])nc2)cn1,,,,3.5855,,,,
3298.0,[*]c1ccc(-c2ccc([Si](C)(C)c3ccc([*])s3)s2)cc1,,,,3.5832,,,,
3299.0,[*]c1ccc(-c2ccc3[nH]c(-c4nc5cc([*])ccc5[nH]4)nc3c2)cc1,,,,3.3322,,,,
3300.0,[*]c1ccc(-c2ccc3nc(Oc4cc(-c5ccccc5)c5cc([*])ccc5n4)cc(-c4ccccc4)c3c2)cc1,,,,3.4645,,,,
3301.0,[*]c1ccc(-c2ccc3nc([*])cc(-c4ccccc4)c3c2)cc1,,,,2.9209,,,,
3302.0,[*]c1ccc(-c2ccc3nc4oc5cc6[nH]c7nc8cc([*])ccc8nc7nc-6[nH]c=5n-4ccc3c2)cc1,,,,1.9579,,,,
3303.0,[*]c1ccc(-c2ccn3sc4nc5nc6c(cc5oc-4cc-3nc2)Nc2nc3ccc([*])cc3nc2O6)cc1,,,,1.535,,,,
3304.0,[*]c1ccc(-c2cnc3cc(-c4ccc5nc([*])cnc5c4)ccc3n2)cc1,,,,3.2178,,,,
3305.0,[*]c1ccc(-c2cnc3cc(Oc4ccc5nc([*])cnc5c4)ccc3n2)cc1,,,,3.3179,,,,
3306.0,[*]c1ccc(-c2cnc3cc(S(=O)(=O)c4ccc5nc([*])cnc5c4)ccc3n2)cc1,,,,3.1704,,,,
3307.0,[*]c1ccc(-c2cnc3cc4nc([*])cnc4cc3n2)cc1,,,,2.7587,,,,
3308.0,[*]c1ccc(-c2cnc3cc4ncc([*])nc4cc3n2)cc1,,,,2.7084,,,,
3309.0,[*]c1ccc(-c2cnc3ccc(-c4ccc5nc([*])cnc5c4)cc3n2)cc1,,,,3.3633,,,,
3310.0,[*]c1ccc(-c2cnc3ccc(-c4ccc5ncc([*])nc5c4)cc3n2)cc1,,,,3.3577,,,,
3311.0,[*]c1ccc(-c2cnc3ccc(Oc4ccc5ncc([*])nc5c4)cc3n2)cc1,,,,3.3633,,,,
3312.0,[*]c1ccc(-c2cnc3ccc(S(=O)(=O)c4ccc5ncc([*])nc5c4)cc3n2)cc1,,,,3.2952,,,,
3313.0,[*]c1ccc(-c2csc(-c3cc([*])cs3)c2)cc1,,,,3.4782,,,,
3314.0,[*]c1ccc(-c2csc(-c3cccc(-c4nc([*])cs4)n3)n2)cc1,,,,3.3649,,,,
3315.0,[*]c1ccc(-c2csc(-c3nc([*])cs3)n2)cc1,,,,3.3372,,,,
3316.0,[*]c1ccc(-c2nc(-c3ccc(-c4nc([*])sc4C(=O)O)cc3)c(C(=O)O)s2)cc1,,,,3.4119,,,,
3317.0,[*]c1ccc(-c2nc3cc(-c4ccc5nc(-c6ccccc6)c([*])nc5c4)ccc3nc2-c2ccccc2)cc1,,,,3.3015,,,,
3318.0,[*]c1ccc(-c2nc3cc(-c4ccc5nc([*])c(-c6ccc7ccccc7c6)nc5c4)ccc3nc2-c2ccc3ccccc3c2)cc1,,,,2.9636,,,,
3319.0,[*]c1ccc(-c2nc3cc(-c4ccc5nc([*])c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,,,,2.983,,,,
3320.0,[*]c1ccc(-c2nc3cc(-c4ccc5oc([*])nc5c4)ccc3o2)cc1,,,,3.1145,,,,
3321.0,[*]c1ccc(-c2nc3cc(Oc4ccc5nc([*])c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,,,,3.1353,,,,
3322.0,[*]c1ccc(-c2nc3cc4nc(-c5ccccc5)c([*])nc4cc3nc2-c2ccccc2)cc1,,,,2.8531,,,,
3323.0,[*]c1ccc(-c2nc3cc4nc([*])[nH]c4cc3[nH]2)cc1,,,,3.6007,,,,
3324.0,[*]c1ccc(-c2nc3cc4nc([*])c(-c5ccccc5)nc4cc3nc2-c2ccccc2)cc1,,,,2.6364,,,,
3325.0,[*]c1ccc(-c2nc3cc4nc([*])oc4cc3o2)c(O)c1,,,,2.5896,,,,
3326.0,[*]c1ccc(-c2nc3cc4nc([*])oc4cc3o2)cc1,-6.82,3.0398,,2.6504,5.6689,,5.68,2.3284
3327.0,[*]c1ccc(-c2nc3cc4sc([*])nc4cc3s2)cc1,,,,3.1122,,,,
3328.0,[*]c1ccc(-c2nc3ccc(-c4ccc5nc([*])c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,,,,3.1693,,,,
3329.0,[*]c1ccc(-c2nc3ccc(-c4ccc5nc([*])oc5c4)cc3o2)cc1,,,,2.6967,,,,
3330.0,[*]c1ccc(-c2nc3ccc(-c4ccc5nc([*])sc5c4)cc3s2)cc1,,,,3.0122,,,,
3331.0,[*]c1ccc(-c2nc3ccc(Oc4ccc5nc([*])c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,,,,3.199,,,,
3332.0,[*]c1ccc(-c2nc3ccc(S(=O)(=O)c4ccc5nc([*])c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,,,,2.8529,,,,
3333.0,[*]c1ccc(-c2nnc(-c3cccc(-c4nnc([*])o4)c3)o2)cc1,,,,3.4013,,,,
3334.0,[*]c1ccc(-c2nnc(-c3cccc(-c4nnc([*])o4)n3)o2)cc1,,,,3.8824,,,,
3335.0,[*]c1ccc(-c2nnc(-c3nnc([*])o3)o2)cc1,,,,2.9171,,,,
3336.0,[*]c1ccc(-c2nnc([*])o2)c(OCCCCC)c1,,,,3.0444,,,,
3337.0,[*]c1ccc(-c2nnc([*])o2)cc1,,,,3.0775,,,,
3338.0,[*]c1ccc(-c2sc(-c3cc(CCCC)c([*])s3)cc2CCCC)cc1,,,,2.5595,,,,
3339.0,[*]c1ccc(-c2sc(-c3cc(SCCCC)c([*])s3)cc2SCCCC)cc1,,,,2.4731,,,,
3340.0,[*]c1ccc(-c2sc(-c3cc(SCCCCCCCC)c([*])s3)cc2SCCCCCCCC)cc1,,,,2.4336,,,,
3341.0,[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-n5c6ccc([*])cc6c6cccnc65)c(=O)c4cc3c2=O)cc1,,,,2.1565,,,,
3342.0,[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(C)c1,,,,2.9393,,,,
3343.0,[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(CP(=O)(OCC)OCC)c1,,,,2.9894,,,,
3344.0,[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)cc1,,,,2.8625,,,,
3345.0,[*]c1ccc(-n2c(=O)c3ccc4c5cc6c([*])ccc6n5c(=O)c-4cc3c2=O)cc1C,,,,0.896,,,,
3346.0,[*]c1ccc(-n2cc3c(n2)C(=O)c2cn([*])nc2C3=O)cc1,,,,3.7718,,,,
3347.0,[*]c1ccc(-n2ccc(-c3ccc(-c4ccn([*])n4)cc3)n2)cc1,,,,3.3335,,,,
3348.0,[*]c1ccc(-n2ccc(-c3cccc(-c4ccn([*])n4)c3)n2)cc1,,,,3.7316,,,,
3349.0,[*]c1ccc(C#Cc2cc(OCCCCCCCC)c(C#Cc3ccc(-c4nnc([*])o4)cc3)cc2OCCCCCCCC)cc1,,,,2.6231,,,,
3350.0,[*]c1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(-n5c(=O)c6sc7c(=O)n([*])c(=O)c7sc6c5=O)cc4)cc3)cc2)cc1,,,,1.2847,,,,
3351.0,[*]c1ccc(C(=O)Nc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,,,,2.3994,,,,
3352.0,[*]c1ccc(C(=O)Nc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2C(=O)OCC)cc1,,,,2.463,,,,
3353.0,[*]c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(-n4c(=O)c5sc6c(=O)n([*])c(=O)c6sc5c4=O)cc3)cc2)cc1,,,,1.4889,,,,
3354.0,[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,,,,1.639,,,,
3355.0,[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)c6ccccc56)cc4)cc3)cc2)cc1,,,,3.2201,,,,
3356.0,[*]c1ccc(C(=O)Nc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,,,,2.445,,,,
3357.0,[*]c1ccc(C(=O)Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,,,,2.7833,,,,
3358.0,[*]c1ccc(C(=O)Oc2ccc3ccc(OC(=O)c4ccc(N5C(=O)CC(SCCOCCSC6CC(=O)N([*])C6=O)C5=O)cc4)cc3c2)cc1,,,,3.5935,,,,
3359.0,[*]c1ccc(C(=O)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,,,,2.9955,,,,
3360.0,[*]c1ccc(C(=O)c2ccc(-n3nc(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,,,,3.4719,,,,
3361.0,[*]c1ccc(C(=O)c2ccc(C(=O)c3ccc(Oc4ccc(-c5nn([*])c(=O)c6ccccc56)c(F)c4)cc3)cc2)cc1,,,,3.3441,,,,
3362.0,[*]c1ccc(C(=O)c2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,,,,3.1782,,,,
3363.0,[*]c1ccc(C(C#N)(C#N)C([*])(C#N)C#N)cc1,,,,4.6823,,,,
3364.0,[*]c1ccc(C(C#N)(C(=O)O)C([*])(C#N)C(=O)O)cc1,,,,5.2415,,,,
3365.0,[*]c1ccc(C(C#N)(C(=O)OC)C([*])(C#N)C(=O)OC)cc1,,,,5.3905,,,,
3366.0,[*]c1ccc(C(C)(C)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,,,,2.5724,,,,
3367.0,[*]c1ccc(C(C=CC)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,,,,2.5577,,,,
3368.0,[*]c1ccc(C(CCCCCCCC)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,,,,2.4696,,,,
3369.0,[*]c1ccc(C(Cl)(Cl)C([*])Cl)cc1,,,,4.7794,,,,
